id,url,name,type,language,genres,status,runtime,averageRuntime,premiered,ended,officialSite,schedule_time,schedule_days,rating,weight,summary,webChannel_name,webChannel_site,dvd_country,externals_tvrage,externals_thetvdb,externals_imdb,updated
51908,https://www.tvmaze.com/shows/51908/neznost,Нежность,Scripted,Russian,"['Drama', 'Comedy', 'Romance']",Ended,,19.0,2020-11-12,2024-01-01,https://www.ivi.ru/watch/nezhnost,,,,11,,Иви,https://www.ivi.ru/,,,,,1704215354
59205,https://www.tvmaze.com/shows/59205/predposlednaa-instancia,Предпоследняя инстанция,Scripted,Russian,"['Drama', 'Comedy', 'Supernatural']",Ended,,26.0,2022-01-01,2024-01-08,https://okko.tv/serial/predposlednjaja-instancija,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,29,,Okko,,,,,,1704783571
59484,https://www.tvmaze.com/shows/59484/manuna,Манюня,Scripted,Russian,"['Comedy', 'Adventure', 'Children']",Running,,20.0,2021-12-15,,https://okko.tv/serial/manjunja,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",6.3,31,,Okko,,,,413379.0,,1703404987
72871,https://www.tvmaze.com/shows/72871/nedetskoe-kino,Недетское кино,Scripted,,"['Comedy', 'Fantasy']",Running,,,2024-01-01,,https://wink.ru/series/ne-detskoe-kino-year-2023?ysclid=lpbaiai0cw654763598,,,,3,,Wink,,,,,,1704019326
73221,https://www.tvmaze.com/shows/73221/uspesnyj,Успешный,Scripted,Russian,['Comedy'],Running,,,2024-01-01,,https://kion.ru/video/serial/822094895/season/822095042/episode/822094715,,,,6,"<p>30-year-old Sasha is a serial loser trying with all his might to become a successful business coach. Fate leads him to billionaire Oleg Kalugin, who decides to hire the resilient dreamer as a coach. However, Kalugin does not need advice on business, which the guy knows nothing about, but the secret of his ability to sincerely enjoy life despite poverty and other problems. From this moment, drastic changes begin in Sasha's life, which show the real price of success. Step by step, he moves further and further away from happiness, plunging into the world of deception, betrayal, hatred and really big, but dirty money.</p>",KION,https://kion.ru/,,,,,1735808422
73590,https://www.tvmaze.com/shows/73590/kak-druza-zahara-zenili,Как друзья Захара женили,Scripted,,['Comedy'],Ended,,26.0,2024-01-01,2024-02-06,,,,,16,,Okko,,,,,,1707351592
73893,https://www.tvmaze.com/shows/73893/imperatricy,Императрицы,Documentary,,"['Drama', 'History']",Ended,,39.0,2024-01-01,2024-01-01,https://premier.one/show/imperatritsy-mini-serial,,,,3,,Premier,https://premier.one/,,,,,1705416247
73780,https://www.tvmaze.com/shows/73780/planet-lulin,Planet Lulin,Scripted,English,"['Children', 'Fantasy', 'Science-Fiction']",To Be Determined,,22.0,2024-01-01,,https://iview.abc.net.au/show/planet-lulin,,,,27,"<p>Lulin wasn't expecting to develop alien powers, or intergalactic invaders to crash her school science comp, but hey, Year 6 is full of surprises!</p>",ABC iview,https://iview.abc.net.au/,,,444536.0,,1705107854
55019,https://www.tvmaze.com/shows/55019/supreme-god-emperor,Supreme God Emperor,Animation,Chinese,"['Adventure', 'Anime', 'Fantasy']",Running,10.0,10.0,2020-05-18,,https://v.qq.com/x/search/?q=无上神帝&stag=&smartbox_ab=,10:00,"['Monday', 'Friday']",,49,"<p>Ten thousand years ago, Muyun's fairy King was secretly accounted for by holding a Zhuxian figure, and after a long sleep, he awakened in the famous ""Muyun waste"" of the southern Yun Empire in the Land of Heaven. When Muyun first woke up, he was deliberately bothered by the student Miaoxianyu. Muyun easily completed the Miaoxianyu trap, and he gave more and more alchemy skills by analogy, so the Alchemy masters outside the door could not ask for appreciation. Endless back home, Mu Yun learns that he is about to marry Nona Qin Qin Mengyao. Qin Mengyao was cold and toxic, but could not live until he was 20 years old. The marriage was only for the sake of pastoralists and family of Qin. However, under Mu Linchen's enticement, Mu Yun approves the family's issue on the condition of alchemy.</p><p><br /> </p>",Tencent QQ,https://v.qq.com/,,,388383.0,tt20603062,1732535501
62143,https://www.tvmaze.com/shows/62143/against-the-sky-supreme,Against the Sky Supreme,Animation,Chinese,"['Action', 'Adventure', 'Anime', 'Fantasy']",Running,,7.0,2021-07-09,,https://v.qq.com/x/cover/mzc00200azkttu2.html,10:00,"['Monday', 'Friday']",7.8,82,"<p>The former mighty Gods of the heavens, after ten thousand lifetimes of reincarnation tragically destroyed! The cruel curse, the hatred of ten thousand lives, Tan Yun determined, no longer sink! The most important thing is that you have to be able to get to the top of the world, step by step, stepping on the corpses of your enemies! To kill against the sky, across all the worlds, only I am the supreme!</p>",Tencent QQ,https://v.qq.com/,,,406729.0,tt15816496,1738619115
63068,https://www.tvmaze.com/shows/63068/jiu-tian-xuan-di-jue,Jiu Tian Xuan Di Jue,Animation,Chinese,"['Action', 'Anime', 'Fantasy']",Running,10.0,10.0,2021-08-20,,https://v.youku.com/v_nextstage/id_efcf7daa538f412e803d.html?spm=a2h0c.8166622.PhoneSokuProgram_1.dtitle,10:00,"['Monday', 'Friday']",,57,"<p>Of all the races in the world only 3 stand at the top. Each race possesses a master of the martial arts, a Golden Martial God. The balance of power appears to be shifting after Wang Fan's brother is killed triggering a chain of events that will begin to turn the world upside down. Disguising himself as the Silver Tiger King, Wang Fan becomes a symbol of power and the hope of the human race.<br />Some days Wang Fan is a boy genius that tries to blend in as a smart but helpless student. Other days he becomes a powerful tiger. Every race has their eyes on the Silver Tiger King as he continues to surpass every precedent and excel far beyond his peers all while under the guise of an unassuming student.</p>",Youku,,,,409158.0,tt19756810,1712485118
71544,https://www.tvmaze.com/shows/71544/xian-ni,Xian Ni,Animation,Chinese,"['Drama', 'Action', 'Fantasy']",Running,,,2023-09-25,,https://v.qq.com/x/cover/mzc00200aaogpgh.html,10:00,['Monday'],,78,,Tencent QQ,https://v.qq.com/,,,433335.0,tt27432264,1732603771
73661,https://www.tvmaze.com/shows/73661/you-cant-hide-your-heart,You Can't Hide Your Heart,Scripted,Chinese,['Romance'],Ended,,15.0,2023-12-27,2024-01-06,https://v.youku.com/v_show/id_XNjI0NDUwOTAwOA==.html?spm=a2h0c.8166622.PhoneSokuProgram_1.dtitle&s=ccad226d231a4184b735,10:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,8,"<p>The governor Murong Zang originally wanted to train his enemy's daughter Yunjiao to become his trump card against his enemies, but he gradually fell in love with her day and night and couldn't help but fall in love with her, thus falling into a struggle between love and hate.</p>",Youku,,,,442384.0,,1704530943
75213,https://www.tvmaze.com/shows/75213/since-the-red-moon-appeared,Since the Red Moon Appeared,Animation,Chinese,,Running,18.0,18.0,2023-12-25,,https://v.qq.com/x/cover/mzc00200aoe8a04/b0047hs8oh4.html,10:00,['Monday'],,4,"<p>The story tells the story of a blood-red moon suddenly appearing in the sky, which is known as the red moon event in history. The remaining survivors had to hide in the city protected by high walls. Among the survivors, some people also suffered from mental mutations. Among them, those who could not control their own mental mutations would emit mental plague and radiation. It contaminates the normal people around it and poses a great threat to the surviving humans.</p>",Tencent QQ,https://v.qq.com/,,,444127.0,,1710343057
73662,https://www.tvmaze.com/shows/73662/sweet-supporting-actress,Sweet Supporting Actress,Scripted,Chinese,['Romance'],Ended,,10.0,2023-12-26,2024-01-02,https://w.mgtv.com/b/612373/?fpa=33341&fpos=1&lastp=ch_home,11:30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,6,,Mango TV,https://w.mgtv.com/,,,,,1704178072
73703,https://www.tvmaze.com/shows/73703/just-between-us,Just Between Us,Scripted,Chinese,['Romance'],Ended,,15.0,2023-12-29,2024-01-22,https://w.mgtv.com/b/610526/20301892.html?fpa=se&lastp=so_result,11:30,"['Monday', 'Tuesday', 'Friday', 'Saturday', 'Sunday']",,6,,Mango TV,https://w.mgtv.com/,,,,,1705897985
72226,https://www.tvmaze.com/shows/72226/the-legend-of-magic-outfit,The Legend of Magic Outfit,Animation,Chinese,"['Anime', 'Fantasy']",Running,,,2023-08-21,,,,,,8,,Tencent QQ,https://v.qq.com/,,,438558.0,,1701776723
73584,https://www.tvmaze.com/shows/73584/the-heirloom-recipe,The Heirloom Recipe,Scripted,Chinese,"['Comedy', 'Food', 'Romance']",Ended,,10.0,2023-12-23,2024-01-04,https://v.qq.com/x/cover/mzc00200n25mmp3/r35182aj565.html,12:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,10,"<p>The story tells the story of Zhao Fengpan, a dandy prince who suffers from agesia, and Cheng Biyuan, a tricky cook who runs a stinky tofu stall. The two went from quarreling enemies to sweet lovers who know each other well. In the game, the conspiracy of the court was eliminated, and a lively and delicious relationship was created.</p>",Tencent QQ,https://v.qq.com/,,,441935.0,,1706644788
73642,https://www.tvmaze.com/shows/73642/mirage-pavilion,Mirage Pavilion,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,,10.0,2023-12-27,2024-01-04,https://v.qq.com/x/cover/mzc00200tyryohv/g3532gp4uub.html,12:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,10,"<p>In the previous life, the sisters Man Zhu and Sha Hua were beautiful and powerful in the divine world. When Man Zhu experienced the disaster, she suffered a counterattack. Sha Hua saved Man Zhu and thus suffered a natural disaster. Man Zhu ignored the pain of her body and went to save Sha Hua. Sha Hua could not see her sister suffering and decided to sacrifice herself. The god was moved by the emotions of the two sisters and decided to give them a chance to meet when the red magic lily bloomed on the other side. But they agreed to ""not recognize each other"" between meetings. Man Zhu waited again and again, and finally saw Sha Hua, who had lost her memory in the world, but at this time, Sha Hua was already a mortal, named Qian Xia, who was the chief constable of the pure evil department. After the appearance of Man Zhu, there was a legend in the bustling Guangling City. There was a place in the city called the Magic Mirror Pavilion. Its owner was a mysterious woman in red. It is said that as long as you have a wish to realize it, she can help you complete it. The price of realizing the wish is to exchange it with her with your ""one thought"", and Qian Xia was also involved in investigating murders, and embarked on a case investigation journey with the beautiful owner Man Zhu.</p>",Tencent QQ,https://v.qq.com/,,,443127.0,,1704361193
73684,https://www.tvmaze.com/shows/73684/passionate-love,Passionate Love,Scripted,Chinese,['Romance'],Ended,,15.0,2023-12-30,2024-01-15,https://v.qq.com/x/cover/mzc00200rg7mu49.html,12:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,10,,Tencent QQ,https://v.qq.com/,,,443575.0,,1705299728
73749,https://www.tvmaze.com/shows/73749/the-proud-emperor-of-eternity,The Proud Emperor of Eternity,Animation,Chinese,"['Anime', 'Mystery', 'Supernatural']",Running,16.0,16.0,2024-01-01,,,10:00,['Monday'],,23,,Youku,,,,444082.0,,1709565521
74984,https://www.tvmaze.com/shows/74984/senior-high,Senior High,Scripted,,"['Drama', 'Thriller', 'Mystery']",Ended,,24.0,2023-08-28,2024-01-19,,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",,4,,iWantTFC,,,,438418.0,tt27801903,1709020222
77232,https://www.tvmaze.com/shows/77232/my-ex-wife-conquered-the-world,My Ex-Wife Conquered the World,Scripted,Chinese,"['Drama', 'Romance']",Ended,,2.0,2023-12-01,2024-03-30,https://asiapoisk.com/doramas/moja_byvshaja_pokorila_mir,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",,1,,Weibo,,,,,,1717185432
793,https://www.tvmaze.com/shows/793/eastenders,EastEnders,Scripted,English,['Drama'],Running,,30.0,1985-02-19,,http://www.bbc.co.uk/programmes/b006m86d,06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",6.7,97,"<p>Set in the East End of London, the show focuses on the tensions between love and family with stories ranging from hard-hitting social issues, to personal, human tragedies. And there's plenty of funny moments too. <br /><br />Classic characters old and new across thousands of episodes have shared a drink in The Queen Vic, shed tears of despair or joy, sat on Arthur's bench in the Square... and at some point or other they probably crossed paths with Ian Beale.</p>",BBC iPlayer,https://www.bbc.co.uk/iplayer,,3418.0,71753.0,tt0088512,1738876085
16504,https://www.tvmaze.com/shows/16504/river-city,River City,Scripted,English,['Drama'],Running,,47.0,2002-09-24,,http://www.bbc.co.uk/programmes/b006p2xl,,,,79,<p>Drama series set in a close-knit Glasgow community.</p>,BBC iPlayer,https://www.bbc.co.uk/iplayer,,712.0,71178.0,tt0338653,1735073487
46238,https://www.tvmaze.com/shows/46238/the-tourist,The Tourist,Scripted,English,"['Drama', 'Thriller', 'Mystery']",To Be Determined,,57.0,2022-01-01,,https://www.bbc.co.uk/programmes/p0b6c8t6,21:00,,7.1,96,"<p>In the glowing red heart of the Australian outback, a British man is pursued by a vast tank truck trying to drive him off the road. An epic cat and mouse chase unfolds and The Man later wakes in hospital, hurt, but somehow alive. Except he has no idea who he is. With merciless figures from his past pursuing him, The Man's search for answers propels him through the vast and unforgiving outback.</p>",BBC iPlayer,https://www.bbc.co.uk/iplayer,,,395919.0,tt11847842,1732926470
76550,https://www.tvmaze.com/shows/76550/dance-pro,Dance+ Pro,Reality,Hindi,,To Be Determined,,,2023-12-11,,https://www.hotstar.com/in/shows/dance-pro/1260153937,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",,0,"<p>The hunt for India's new dancing superstar is on! With high-end tech and innovative dance acts, emerging talents bring their A-game to bag the coveted title.</p>",Disney+ Hotstar,,,,445698.0,,1714629394
24443,https://www.tvmaze.com/shows/24443/sklifosovskij,Склифосовский,Scripted,Russian,"['Drama', 'Medical']",Running,,50.0,2012-09-24,,https://smotrim.ru/brand/69183?utm_source=search&utm_campaign=autocomplete,21:20,,,34,,Смотрим,,,,,,1735326708
64523,https://www.tvmaze.com/shows/64523/antipodi,Антиподи,Talk Show,Ukrainian,,Running,,100.0,2019-10-18,,https://youtube.com/playlist?list=PL0uXplhINGZTe7gT9-VihKKOLqzx5cdvO,20:00,['Thursday'],,8,"<p>Every week people come to Serhii Ivanov who have diametrically opposite points of view on certain issues – <b>Антиподи</b>. In communication and disputes, the truth will be manifested, or confidence in its absence. Determination is already a result, even if with a negative mark.</p>",Ісландія,http://islnd.tv,,,,,1730462910
69197,https://www.tvmaze.com/shows/69197/the-last-immortal,The Last Immortal,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,,45.0,2023-12-11,2024-01-04,https://v.qq.com/x/cover/mzc002005yrabqm.html,18:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,23,"<p>It tells an inspirational story that happens between Yin, a diligent Shuining Beast, and Gu Jin, son of the true God, whose magic power was sealed. They met each other by accident and have embarked on the journey to find Feng Yin's Immortal Essence since then. In company with their friends including Hong Yi, a fox from the Demon Clan, and Yan Shuang, the Princess from the Eagle Clan, they fight against the odds to collect Feng Yin's Immortal Essence along the way. To help Feng Yin come back after all the struggles, they have repeatedly the villain Qing Lin and his subordinate's obstruction. In the end, not only do they reap their love, friendship and family, but they have also fulfilled their promise to maintain peace in the world.</p><p><br /> </p>",Tencent QQ,https://v.qq.com/,,,428357.0,,1704361135
71005,https://www.tvmaze.com/shows/71005/the-third-marriage,The Third Marriage,Scripted,Korean,['Drama'],Ended,,30.0,2023-10-23,2024-05-03,https://program.imbc.com/TheThirdMarriage,19:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",,27,"<p>The drama tells the story of a woman who sacrificed her life for her younger sister, but after losing her sister in a shocking accident, she enters a chaebol family with a desire for blood-red revenge.</p>",wavve,https://www.wavve.com/,,,438613.0,,1736167358
71084,https://www.tvmaze.com/shows/71084/i-love-you,I Love You,Scripted,Chinese,"['Drama', 'Romance']",Ended,,45.0,2023-12-25,2024-01-04,https://v.qq.com/x/cover/mzc002006ja2gwy.html,18:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,13,,Tencent QQ,https://v.qq.com/,,,,,1704410713
73639,https://www.tvmaze.com/shows/73639/youll-never-walk-alone,You'll Never Walk Alone,Scripted,Chinese,"['Drama', 'Romance']",Ended,,40.0,2023-12-29,2024-01-20,https://v.youku.com/v_nextstage/id_cbfa46c4220f4d69abce.html?spm=a2h0c.8166622.PhoneSokuProgram_1.dtitle,18:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,6,"<p>Xia Yuan, an executive of a travel company, got engaged to her boyfriend Song Hangyu on her 30th birthday. It was a great harvest in both career and love. But at the engagement party, Song Hangyu disappeared. Xia Yuan found out that Song Hangyu had gone abroad, so he dropped everything and gave himself a year to look for Song Hangyu. On the other hand, Hao Weiwei, who had a relationship with Xia Yuan in Shanghai, was arranged by his father to go abroad to work and train due to the bankruptcy of his father's company. Ye Siqi, a girl born in 1995, and Qiao Bin, who grew up in Shanghai, got married and divorced. Ye Siqi, who was hot-headed and wanted to pursue a new life, also embarked on a journey. Qiao Bin, who regretted the divorce, followed Ye Siqi's footsteps and went abroad. They met by chance and went on the road together.</p>",Youku,,,,443249.0,,1705727403
73640,https://www.tvmaze.com/shows/73640/the-forensic-examiner-song-ci,The Forensic Examiner Song Ci,Scripted,Chinese,"['Drama', 'Comedy', 'Horror']",Ended,,44.0,2023-12-26,2024-01-11,https://v.youku.com/v_nextstage/id_fdfd9214663c4fc49ff6.html?spm=a2h0c.8166622.PhoneSokuProgram_1.dtitle,18:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,8,,Youku,,,,,,1704984885
74063,https://www.tvmaze.com/shows/74063/pasilan-myrkky-manni,Pasilan myrkky - Manni,Scripted,Finnish,,Running,,24.0,2024-01-01,,https://elisaviihde.fi/ruutuplus/sarjat/4447753/pasilan-myrkky-manni,,['Monday'],,11,,Elisa Viihde,,,,444072.0,,1705523600
11502,https://www.tvmaze.com/shows/11502/hver-gang-vi-motes,Hver gang vi møtes,Reality,Norwegian,['Music'],Running,,59.0,2012-01-28,,https://play.tv2.no/programmer/underholdning/hver-gang-vi-moetes,03:00,"['Wednesday', 'Saturday', 'Sunday']",,70,"<p>Artists spend eight days together at a farm outside the city of Moss, where each artist attempts to do their own version of another artists well-known songs, with each person getting an episode featuring all of their songs being performed by the other musicians.</p>",TV 2 Play,,,34149.0,257720.0,tt7057262,1738851890
49504,https://www.tvmaze.com/shows/49504/blossoms,Blossoms,Scripted,Chinese,['Drama'],Ended,,,2023-12-27,2024-01-09,https://v.qq.com/x/cover/mzc00200whsp9r6/x004439i17k.html,18:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,48,"<p>Set against the backdrop of massive economic growth in the 1990s, it follows A Bao, a self-made millionaire and his journey from being a young opportunist with a troubled past to accumulating dazzling wealth in the city of Shanghai. It also follows his entanglement with four women who represent the pursuits of his life: adventure, honour, love and innocence.</p>",Tencent QQ,https://v.qq.com/,,,386338.0,,1704806263
73516,https://www.tvmaze.com/shows/73516/lightseeker-the-story-of-the-young-mao-zedong,Lightseeker: The Story of the Young Mao Zedong,Scripted,Chinese,"['Drama', 'History']",Ended,,45.0,2023-12-18,2024-01-08,https://v.qq.com/x/cover/mzc00200kvuwgy6.html,19:30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,7,,Tencent QQ,https://v.qq.com/,,,443480.0,,1704706120
72935,https://www.tvmaze.com/shows/72935/marry-my-husband,Marry My Husband,Scripted,Korean,"['Drama', 'Fantasy', 'Romance']",Ended,70.0,71.0,2024-01-01,2024-02-20,https://tvn.cjenm.com/ko/Marrymyhusband/,20:50,"['Monday', 'Tuesday']",7.9,85,"<p>Kang Ji-won, a terminally ill cancer patient, is killed by her husband and best friend after she witnesses them having an affair. She wakes up 10 years before the incident and decides to seek revenge with the help of Yu Ji-hyuk, a director at the company where she works. Now, she must reclaim her fate and eliminate the trash from her life.</p>",,,,,430595.0,tt26628595,1714576441
5420,https://www.tvmaze.com/shows/5420/neighbours,Neighbours,Scripted,English,['Drama'],Running,,30.0,1985-03-18,,https://www.amazon.co.uk/gp/video/detail/B0C6X5F8C8/ref=atv_dp_season_select_s2023,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",7.2,94,"<p>The continuation of the long-running daily drama series—about the lives, loves, and challenges of the residents on Ramsay Street in Erinsborough, Australia, a fictional suburb of Melbourne. </p>",Prime Video,https://www.primevideo.com,,,76719.0,tt0088580,1738239414
13219,https://www.tvmaze.com/shows/13219/fck-thats-delicious,F*ck That's Delicious,Reality,English,"['Comedy', 'Food', 'Travel']",Running,,28.0,2016-02-29,,https://www.viceland.com/en_us/show/fck-thats-delicious,,['Monday'],5.6,77,"<p><b>F*ck That's Delicious</b> chronicles the life and eating habits of rap's greatest bon vivant, Action Bronson. With the help of his long-time friends and collaborators Meyhem Lauren and Big Body Bes, Action shows us that life is meant to be enjoyed as much as possible.</p>",YouTube,https://www.youtube.com,,,281403.0,tt5866048,1737356564
63310,https://www.tvmaze.com/shows/63310/cravity-park,CRAVITY PARK,Reality,Korean,,Running,,20.0,2020-06-01,,https://youtube.com/playlist?list=PLI1Lvk7rTFhp62g8btny8rZvz4bkRYxTL,,['Monday'],,7,<p>CRAVITY members producing their own variety show through their own concepts every week. The series showcases different sides of the group through unique and refreshing concepts.</p>,YouTube,https://www.youtube.com,,,386037.0,,1736233329
63719,https://www.tvmaze.com/shows/63719/du-bu-xiao-yao,Du bu xiao yao,Animation,Chinese,"['Action', 'Adventure', 'Anime']",Running,12.0,12.0,2020-06-18,,https://v.qq.com/x/search/?q=%E7%8B%AC%E6%AD%A5%E9%80%8D%E9%81%A5&stag=0&smartbox_ab=,,"['Monday', 'Thursday']",,36,"<p>The universe is vast, producing countless types of life forms. These life forms form all kinds of souls. All races and spirits have different races and different beliefs, but the same is the extravagant hope for Taoism. Any living beings are dusted with Dao heart, they are not willing to do this, they become powerful and even live forever by enlightening Dao through practice. The Avenue of Heaven and Earth is like luck, where the able live. The road to the great road is the road to struggle for the road, which has caused the struggle of all races and souls. An era can only support a few people to gain the Tao. Those who have attained the Tao think that standing on the top of the world, they can be free in the future. But I found that even Dao. It's also hard to escape bad luck. There is a ruler above them, harvesting one era after another, and the cultivators of the world want to maintain their ambitions. Ten thousand races and all spirits are just nourished by these rulers. These masters harvest the Taoists, harvest the spirituality of each world, and destroy one by one. The Taoists in the past were unwilling to be reaped and resisted constantly, but failed every time. Until… the protagonist Ye Yu appeared, he peeled away one time and one secret. As he unfolded an epic picture scroll, in this magnificent world, he continued to grow, experience love and friendship, cleanse the dusted Taoist heart, and finally confront the master who harvests all races.</p>",YouTube,https://www.youtube.com,,,392238.0,,1733505609
63917,https://www.tvmaze.com/shows/63917/tongue-thaid-with-pangina-heals,Tongue Thai'd with Pangina Heals,Reality,English,"['Comedy', 'Food']",Running,,16.0,2022-12-06,,https://www.wowpresentsplus.com/tongue-thai-d-with-pangina-heals,,['Tuesday'],,35,"<p>Pangina Heals, star of Drag Race Thailand and RuPaul's Drag Race UK vs the World takes us on a food tour of Thai Town in Hollywood, CA. She challenges her guests to amp up the spice, from one dish to the next, as they spill secrets over a meal of Thai delicacies. Don't get burned! Sweat it out with Pangina Heals.</p>",WOW Presents Plus,http://www.wowpresentsplus.com,,,424170.0,tt31520554,1737573201
64132,https://www.tvmaze.com/shows/64132/to-do-x-txt,TO DO X TXT,Variety,Korean,,Running,,30.0,2020-01-13,,,21:00,['Monday'],,69,"<p>The first-ever, original variety show featuring TOMORROW X TOGETHER and their bubbly personalities off the stage!</p>",V LIVE,https://www.vlive.tv/home,,,375916.0,,1724677157
66819,https://www.tvmaze.com/shows/66819/kismetse-olur-askin-gucu,Kısmetse Olur: Aşkın Gücü,Reality,Turkish,['Romance'],Running,159.0,163.0,2022-12-12,,https://youtube.com/@kismetseoluraskingucu,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",,56,<p>This is a reality show where 9 girls and 9 guys are trying to find their destiny.</p>,YouTube,https://www.youtube.com,,,,tt24060116,1709102458
67105,https://www.tvmaze.com/shows/67105/harlan-cobens-fool-me-once,Harlan Coben's Fool Me Once,Scripted,English,"['Crime', 'Thriller', 'Mystery']",Ended,,48.0,2024-01-01,2024-01-01,https://www.netflix.com/title/81588093,,,6.7,55,"<p><b>Fool Me Once </b>follows Maya Stern who is trying to come to terms with the brutal murder of her husband, Joe. But when Maya installs a nanny-cam to keep an eye on her young daughter, she is shocked to see a man she recognises in her house. Her husband, who she thought was dead.</p><p>Detective Sergeant Sami Kierce leads the homicide investigation into Joe's death while grappling with secrets of his own. Meanwhile, Maya's niece and nephew, Abby and Daniel, are trying to find the truth about their mother's murder, several months earlier. Are the two cases connected? <i>Fool Me Once</i> follows these characters on a thrilling hunt for the truth that will reveal shocking secrets and change their lives forever.</p>",Netflix,https://www.netflix.com/,,,431352.0,tt5611024,1726851049
69747,https://www.tvmaze.com/shows/69747/special-lady,Special Lady,Scripted,Chinese,"['Comedy', 'Romance']",Ended,,45.0,2023-12-29,2024-01-13,https://www.iq.com/album/little-miss-brave-2022-1eylz5g2qtd?lang=en_us,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,8,"<p>This drama is adapted from the novel ""Ancient Freshness"" by Yu Jing Peng Xiang, which mainly tells the hilarious and sweet story of Song Zhu, the third lady of the Song family, who rebels against arranged marriage and pursues true love, and Xiao Yu, the young master who hides his identity and ish here to study, who come to grow up together and their relationship budded from hate to love over time. The Song family is a well-known scholar family, and all the children in the family are literary giants who became famous at a young age. Only the third daughter, Song Zhu (played by Xiao Yan), has not inherited a good thing from her parents, except for her good looks. However, the more this is the case, the less Song Zhu is interested in studying. She wants to get rid of her family's halo and spends her days thinking about how to marry herself off. Until she meets Xiao Yu (played by Zhai Zilu), the ""apprentice."" Xiao Yu's appearance completely disrupts the life plan she has set for herself. Xiao Yu is like a calamity for Song Zhu, wherever he is, there will be disaster for Song Zhu. However, the unconvinced Song Zhu was not willing to lose at the hands of Xiao Yu. The whole academy was in a state of turmoil for a while. Because of the appearance of these two people at the Yiyang academy, they began to have a competition and confrontation with each other. The life of the academy in that era was as full of fresh and interesting stories as the campus life nowadays. Song Zhu unites a group of her best friends and rises up to chase for her own happiness. </p>",iQIYI,https://www.iq.com/,,,433681.0,,1705095768
69781,https://www.tvmaze.com/shows/69781/derailment,Derailment,Scripted,Chinese,"['Fantasy', 'Romance']",Ended,,45.0,2023-12-14,2024-01-02,https://v.youku.tv/v_show/id_XNTk1OTI3MzIzNg==.html?spm=a2hja.14919748_WEBHOME_JINGXUAN.drawer7.d_zj1_5&s=fcddf83d5ed64f27ba9d&scm=20140719.manual.37534.show_fcddf83d5ed64f27ba9d,20:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,34,"<p>Jiang Xiaoyuan finds herself struggling with her identity as she travels across parallel universes that never seem to intersect. In her original world, she is an invincible wealthy daughter, but in another place, she becomes an ordinary working girl who has absolutely nothing. Along the way, she meets the mysterious Qi Lian and together, they search for the truth involving the mystery surrounding her. Stripped of wealth, family background, appearance, and education, Jiang Xiaoyuan sets herself on a journey to find pieces of her ""real"" identity.</p>",Youku,,,,434045.0,,1704177335
72499,https://www.tvmaze.com/shows/72499/one-world-with-zain-asher-and-bianna-golodryga,One World with Zain Asher and Bianna Golodryga,News,English,,Running,60.0,60.0,2021-04-20,,,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",,8,"<p>Offering a fresh and inclusive take on the top stories from Africa, Europe and beyond, giving every continent an equal voice.</p>",CNN International,https://edition.cnn.com/?hpt=header_edition-picker,,,,tt15268270,1728419125
