id,url,name,type,language,genres,status,runtime,averageRuntime,premiered,ended,officialSite,schedule_time,schedule_days,rating,weight,summary,webChannel_name,webChannel_site,dvd_country,externals_tvrage,externals_thetvdb,externals_imdb,updated
73841,https://www.tvmaze.com/shows/73841/bara-sex,Bara sex,Scripted,Swedish,,Running,,24.0,2024-01-08,,https://www.svtplay.se/bara-sex,06:00,"['Monday', 'Wednesday', 'Friday', 'Sunday']",,61,"<p>A miniseries in four parts about sex and love the first time: Miriam is 16 years old and wants to lose her virginity. The time is now, she thinks. And what's better than finding someone at summer camp? Preferably someone she doesn't need to start a love relationship with. But it doesn't always turn out as planned...</p>",SVT Play,https://www.svtplay.se/,,,,,1738539428
73759,https://www.tvmaze.com/shows/73759/oppsynsmannen,Oppsynsmannen,Documentary,Norwegian,['Comedy'],Ended,,45.0,2024-01-08,2024-01-08,https://tv.nrk.no/serie/oppsynsmannen,,,,6,<p>How did Norway's funniest man end up as an activist? Join Bård Tufte Johansen on a dystopian journey in the world's most beautiful country.</p>,NRK TV,https://tv.nrk.no,,,,,1715333969
938,https://www.tvmaze.com/shows/938/silent-witness,Silent Witness,Scripted,English,"['Drama', 'Crime']",Running,,60.0,1996-02-21,,http://www.bbc.co.uk/programmes/b007y6k8,06:00,['Monday'],7.6,99,<p>Expert forensic pathologists speak on behalf of the voiceless in this compelling crime drama.</p>,BBC iPlayer,https://www.bbc.co.uk/iplayer,,5199.0,76355.0,tt0115355,1738592985
12119,https://www.tvmaze.com/shows/12119/operation-ouch,Operation Ouch!,Documentary,English,['Children'],Running,,31.0,2012-10-03,,http://www.bbc.co.uk/cbbc/shows/operation-ouch,,['Saturday'],,57,"<p><b>Operation Ouch!</b> is a British children's educational television programme about the human body, it shows what happens in A&amp;E, what doctors sometimes have problems with and great experiments. The first series of <i>Operation Ouch!</i> aired on CBBC in October 2012.</p>",BBC iPlayer,https://www.bbc.co.uk/iplayer,,,278633.0,,1731543981
60426,https://www.tvmaze.com/shows/60426/young-masterchef,Young MasterChef,Reality,English,['Food'],Running,,39.0,2023-01-02,,https://www.bbc.co.uk/programmes/p0dlgvt5,,['Monday'],,37,"<p>The new ten-part series will be dedicated to up-and-coming young food talent between the ages of 18 and 25. Over the competition, the young hopefuls will be put through their paces by a panel of expert judges and exciting guests (TBA) as they undertake a variety of unique new challenges designed to push them to new culinary heights and reflect Britain's food revolution – where a new generation of young foodies are rewriting the rules. No prior experience will be necessary – applicants will be invited from anyone in the age group who thinks they have the raw talent, enthusiasm and dedication to transform themselves into the next foodie sensation.</p>",BBC iPlayer,https://www.bbc.co.uk/iplayer,,,,,1738286201
64787,https://www.tvmaze.com/shows/64787/the-travelling-auctioneers,The Travelling Auctioneers,Reality,English,,Running,,43.0,2022-10-31,,https://www.bbc.co.uk/programmes/p0d7q1yp,,,,66,"<p><b>The Travelling Auctioneers</b> sees Christina, JJ, Robin and Izzie split off into pairs and take their travelling auction house and workshop out on the road across the UK. Along the way, they'll unearth hidden gems and turn unwanted items into winning lots.</p><p>Sifting through one family home at a time, the team will first need to identify the items with the biggest selling appeal. Christina and Izzie will then call on their auctioneer contacts and expertise, whilst JJ and Robin use their incredible craft and restoration skills to bring new life to neglected treasures – ready for a thrilling on-site auction at the end of each episode.</p>",BBC iPlayer,https://www.bbc.co.uk/iplayer,,,426658.0,tt23034344,1738133733
66794,https://www.tvmaze.com/shows/66794/the-agency-unfiltered,The Agency: Unfiltered,Reality,English,,To Be Determined,,28.0,2023-02-13,,https://www.bbc.co.uk/programmes/p0f0b7x2,,,,12,<p>Scotland's largest influencer agency organises glamorous events and trips while representing some of the most popular influencers in Scotland.</p>,BBC iPlayer,https://www.bbc.co.uk/iplayer,,,431096.0,tt22480286,1711632100
73769,https://www.tvmaze.com/shows/73769/streets-of-gold-mumbai,Streets of Gold: Mumbai,Documentary,English,,To Be Determined,,58.0,2024-01-08,,https://www.bbc.co.uk/programmes/m001tkfr,,['Monday'],,13,"<p>Meet the glamorous super-rich of Mumbai, India's most fashionable city. Incredible wealth and extreme poverty live side by side in a sun-drenched city bursting with opportunity.</p>",BBC iPlayer,https://www.bbc.co.uk/iplayer,,,,,1731193673
43648,https://www.tvmaze.com/shows/43648/sled,След,Scripted,Russian,"['Drama', 'Crime']",Running,39.0,39.0,2007-09-03,,https://www.5-tv.ru/sled/,21:35,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,58,,,,,,,,1738271553
64678,https://www.tvmaze.com/shows/64678/roots-fruits,Roots & Fruits,Animation,English,"['Comedy', 'Food', 'Music']",To Be Determined,,5.0,2022-10-24,,https://www.bbc.co.uk/programmes/m001dhdg,,,4.3,26,"<p>The ultimate five (minutes) a day, starring fruit and veg performing and revealing fascinating facts about themselves in the most nutritious variety show around.</p>",BBC iPlayer,https://www.bbc.co.uk/iplayer,,,,,1710496440
74874,https://www.tvmaze.com/shows/74874/familiekoden,Familiekoden,Documentary,Norwegian,,To Be Determined,,43.0,2024-01-08,,https://play.tv2.no/programmer/fakta/familiekoden,,['Thursday'],,4,"<p>Nine pairs of parents with different parenting styles are followed closely in their everyday lives, while they are given fun and demanding tasks that put the families to the test. Finally, the couples will choose who has Norway's most inspiring parenting style.</p>",TV 2 Play,,,,444430.0,tt30816878,1712165081
76054,https://www.tvmaze.com/shows/76054/eye-on-america,Eye on America,News,English,,Running,30.0,30.0,2022-01-24,,https://www.cbsnews.com/eye-on-america/,06:00,['Saturday'],,9,<p>Featuring stories on Americans who are solving a range of challenges in creative ways.</p>,CBS News,,,,,,1720022741
72654,https://www.tvmaze.com/shows/72654/our-interpreter,Our Interpreter,Scripted,Chinese,"['Drama', 'Romance']",Ended,,45.0,2024-01-08,2024-01-25,https://w.mgtv.com/h/600824/20020678.html,20:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,23,"<p>Lin Xi who's known as the ""witch"" in the translation industry reunites with ex-boyfriend Xia Yicheng. Eight years ago, she broke up with him for the sake of fulfilling her mother's wish for her to become a professional interpreter for the United Nations.</p><p>Eight years later, Lin Xi has become the youngest chief interpreter at Huasheng while her ex Xiao Yicheng has become the chief technology officer of a communications company, which also makes him her potential client.</p><p>In order to land a contract with Xiao Yicheng, Lin Xi has no choice but to keep dealing with him. She helps his company go public and even though it seems that Xiao Yicheng is out to get revenge on Lin Xi, he actually doesn't have the heart to be mean to her. Work rekindles their passionate relationship and Xiao Yicheng gradually comes to understand that reason she broke up with him. </p>",Mango TV,https://w.mgtv.com/,,,442007.0,tt29367046,1706192291
42056,https://www.tvmaze.com/shows/42056/like-a-flowing-river,Like a Flowing River,Scripted,Chinese,['Drama'],Ended,45.0,45.0,2018-12-10,2024-01-31,https://v.qq.com/x/cover/mzc00200syv5tor.html,20:06,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Sunday']",,45,<p>The lives of three young men since the national college entrance examination reopens in 1978. The three men develop their own careers respectively.</p>,Tencent QQ,https://v.qq.com/,,,356549.0,tt9437032,1711774278
41611,https://www.tvmaze.com/shows/41611/good-mythical-morning,Good Mythical Morning,Talk Show,English,"['Comedy', 'Food', 'Family']",Running,,14.0,2012-01-09,,https://www.youtube.com/channel/UC4PooiX37Pld1T8J5SYT-SQ,,,,51,"<p>Morning talk show created by Rhett McLaughlin and Charles Lincoln 'Link' Neal contains loads of laughter and insanity, known for this quote: ""We do this, so you don't have to.""</p>",YouTube,https://www.youtube.com,,,290686.0,tt4087032,1738740804
41612,https://www.tvmaze.com/shows/41612/good-mythical-more,Good Mythical MORE,Talk Show,English,,Running,12.0,12.0,2014-01-09,,https://www.youtube.com/user/rhettandlink3,,,,26,"<p>Welcome to Good Mythical MORE with Rhett &amp; Link! GMMORE is the show after the show where things are a little more relaxed, but every bit as interesting as Good Mythical Morning. Tune in daily for even more taste tests, challenges, and games!</p><p><br /> </p>",YouTube,https://www.youtube.com,,,333478.0,tt5646304,1719814063
49859,https://www.tvmaze.com/shows/49859/alle-mot-alle,Alle mot alle,Game Show,Norwegian,['Comedy'],Running,,43.0,2020-08-31,,https://play.max.com/show/7b951e51-977e-4690-afbc-0ac4ab154efd,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",,81,"<p>Who are the smartest celebrities that Norway has to offer? Norwegian celebs meet for a very hard and entertaining educational battle, led by Henriette Steenstrup and Jon Almaas.</p>",Max,https://www.max.com/,,,387690.0,tt13085650,1739018754
58087,https://www.tvmaze.com/shows/58087/16-ukers-helvete,16 ukers helvete,Reality,Norwegian,['Sports'],Running,,43.0,2022-01-10,,https://play.max.com/show/147316d8-7eff-4c47-a1d3-0bfc0c86cdd5,,['Monday'],,72,"<p><b>16 ukers helvete</b> is a Norwegian entertainment program, based on the Swedish program Den stora hälsoresan.</p>",Max,https://www.max.com/,,,414775.0,,1738875684
60246,https://www.tvmaze.com/shows/60246/dekonstrukcia,Деконструкция,Talk Show,Russian,,Running,60.0,61.0,2019-07-24,,https://pro-tv.info/projects/dekonstruktsiya/,,['Sunday'],,12,"<p>An educational online project of the Prodvizhenie TV channel and the Kino-Teatr.Ru website about how the past is depicted in real cinema and what place a work of art occupied in the context of its time. From classics to modern cinema, from epic films to TV series. The experts of ""Deconstruction"" - historians, reenactors, writers and journalists - will take each film apart and leave no stone unturned to find historical truth and fiction</p>",YouTube,https://www.youtube.com,,,,,1736688472
66174,https://www.tvmaze.com/shows/66174/gen-ukrainciv,Ген українців,Talk Show,Ukrainian,['History'],Running,30.0,30.0,2019-12-02,,https://www.nta.ua/category/projects/gen-ukrayincziv/,,['Monday'],,11,"<p>Patrons, world-famous writers, inventors, brilliant composers and participants in liberation struggles – from the Ukrainian Sich Riflemen to fighters of the Ukrainian Galician Army, Ukrainian Insurgent Army and heroes of the modern Russo-Ukrainian War. All of them were united by the author's project of Iryna Farion ""Gene of Ukrainians"". About ups and downs, victories and defeats, loyalty and betrayal.</p>",YouTube,https://www.youtube.com,,,,,1724247613
67756,https://www.tvmaze.com/shows/67756/masa-borzunova,Маша Борзунова,News,Russian,,Running,44.0,25.0,2023-02-23,,https://www.youtube.com/@borzunova,,['Monday'],,11,"<p>The channel of Masha Borzunova, a former journalist of the Rain TV channel and the host of the Fake News program.</p>",YouTube,https://www.youtube.com,,,,,1736279473
70996,https://www.tvmaze.com/shows/70996/the-in-studio-show,The In Studio Show,Reality,English,,Running,,12.0,2023-05-29,,https://www.youtube.com/channel/UC2utQmYluWGlhV-W0rTA2wg,,['Monday'],,6,"<p>The new series will feature Action hanging out, cooking, and serving food to a revolving cast of chefs, athletes, musicians, and surprise guests.</p>",YouTube,https://www.youtube.com,,,435524.0,,1716963557
71009,https://www.tvmaze.com/shows/71009/bakugan,Bakugan,Animation,Japanese,"['Action', 'Adventure', 'Anime']",To Be Determined,23.0,23.0,2023-09-01,,https://www.netflix.com/title/81659233,,,,23,"<p>When Bakugan brawls are banned and driven underground, Dan Kouzo and his friends decide to form their own clan and fight for what they believe is right!</p>",Netflix,https://www.netflix.com/,,,437805.0,tt28524965,1712919571
73768,https://www.tvmaze.com/shows/73768/sos-extreme-rescues,SOS: Extreme Rescues,Reality,English,,Running,29.0,29.0,2024-01-08,,https://www.bbc.co.uk/programmes/m001v278,,,,46,"<p>Saving lives in a place like no other takes an emergency service like no other. In the stunning, wild landscape of Eryri, also known as Snowdonia, dedicated teams stand by to help.</p>",BBC iPlayer,https://www.bbc.co.uk/iplayer,,,444031.0,,1712363352
76560,https://www.tvmaze.com/shows/76560/cnn-10,CNN 10,News,,,Running,10.0,10.0,2017-01-05,,https://www.youtube.com/cnn10,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",,0,<p>CNN 10 is a daily news show for students over 13 and other viewers who want to learn about current events and global issues in 10 minutes or less. We represent all sides of a story equally: no opinion; no slant; just the facts. And we have a little fun while doing it!</p>,YouTube,https://www.youtube.com,,,,,1714660563
80138,https://www.tvmaze.com/shows/80138/maomao-no-hitorigoto,Maomao no Hitorigoto,Animation,Japanese,['Anime'],Running,,1.0,2023-10-23,,https://kusuriyanohitorigoto.jp,,,,37,<p>Mini anime for <i>Kusuriya no Hitorigoto</i> released on YouTube.</p>,YouTube,https://www.youtube.com,,,,,1737486557
73478,https://www.tvmaze.com/shows/73478/the-foolish-angel-dances-with-the-devil,The Foolish Angel Dances with the Devil,Animation,Japanese,['Anime'],Running,24.0,24.0,2024-01-08,,https://kanaten-anime.com/,01:30,,,40,"<p>Masatora Akutsu, a demon on a recruitment mission in a human high school, is drafting allies for Hell against the heavenly angels. But when seated beside the captivating Lily Amane, he's in for a devilishly hilarious celestial surprise!</p>",Crunchyroll,https://www.crunchyroll.com/,,,433034.0,,1711392555
10181,https://www.tvmaze.com/shows/10181/lou-dobbs-tonight,Lou Dobbs Tonight,News,English,,Ended,60.0,60.0,2011-03-14,2024-01-08,http://www.foxbusiness.com/on-air/lou-dobbs-tonight/index.html?intcmp=subnav,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",,23,"<p>""<i><b>Lou Dobbs Tonight</b></i> ""is an American editorial commentary and discussion program hosted by Lou Dobbs, which previously broadcast on CNN and is currently broadcast on the Fox Business Network. The hour-long show aired live on evenings every weekday, and was replayed in the overnight/early morning hours. It covered the major news stories of the day with a focus on politics and economics. Field correspondents provided additional reporting and occasionally served as guest anchors. During Dobbs' tenure, notable politicians and economists were often guests on the show, facing his often pointed questioning. On November 11, 2009, Dobbs announced that he would be leaving CNN effective immediately. CNN anchor John King replaced the outgoing Dobbs beginning on March 22, 2010 with his new show <i>John King, USA</i>. Dobbs was eventually hired by Fox Business Network, which re-launched <i>Lou Dobbs Tonight</i> in March 2011.</p>",YouTube,https://www.youtube.com,,,,,1726896097
16791,https://www.tvmaze.com/shows/16791/below-deck-mediterranean,Below Deck Mediterranean,Reality,English,"['Drama', 'Travel']",Running,60.0,57.0,2016-05-03,,https://www.bravotv.com/below-deck-mediterranean/watch/episodes,21:00,['Monday'],6.0,96,"<p>With a new boat, new location, and new faces, the excitement, drama, and adventure of life aboard a private luxury yacht is taken to another level in the Mediterranean. Providing unparalleled service to wealthy and uncompromising guests is made even more difficult as the team faces everything from love triangles to seeing fellow crew members shockingly cross the line with guests. Voyaging from Santorini, Mykonos, and many of the Greek islands, each episode features a new group of elite clientele who present a new set of challenges, all while offering the crew a glamorous lifestyle and exotic perks that most people only dream of experiencing. For these young, attractive, and adventurous yachties, the ""work hard, play harder"" nature of the job combined with the pressure of working in the most exclusive yachting scene in the world pushes the team close to the breaking point on <b>Below Deck Mediterranean</b>.</p>",Peacock,https://www.peacocktv.com/,,,305621.0,tt5665418,1738542711
52684,https://www.tvmaze.com/shows/52684/dino-ranch,Dino Ranch,Animation,English,"['Adventure', 'Children']",Running,12.0,12.0,2021-01-16,,https://disneynow.com/shows/dino-ranch,,"['Monday', 'Tuesday']",,48,"<p><b>Dino Ranch</b> follows the action-packed adventures of the Cassidy family as they tackle life in a fantastical, ""pre-westoric"" setting where dinosaurs still roam. As the young ranchers learn the ropes, they discover the thrill of ranch life whilst navigating the great outdoors through unpredictable challenges.</p>",DisneyNOW,https://disneynow.com/,,,395455.0,tt13858416,1722808110
63012,https://www.tvmaze.com/shows/63012/breaking-news-no-laugh-newsroom,Breaking News: No Laugh Newsroom,Scripted,English,['Comedy'],Running,,7.0,2018-07-07,,https://www.dropout.tv/breaking-news-no-laugh-newsroom,,,,38,"<p>In this newsroom, breaking means losing. Our reporters don't know what's about to be on the teleprompter, and every laugh is a point against them.</p>",Dropout,,,,404643.0,tt10887470,1729145165
34805,https://www.tvmaze.com/shows/34805/masterchef,MasterChef,Reality,Danish,['Food'],Running,45.0,45.0,2011-09-05,,http://www.tv3.dk/masterchef,19:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",,53,,Viaplay,https://viaplay.com,,,251655.0,,1718727950
43708,https://www.tvmaze.com/shows/43708/spidey-and-his-amazing-friends,Spidey and His Amazing Friends,Animation,English,"['Action', 'Adventure', 'Children']",Running,,15.0,2021-08-06,,https://disneynow.com/shows/spidey-and-his-amazing-friends,,['Friday'],7.4,87,"<p>Our favorite neighborhood web-slinger is used to working solo, but now Peter Parker must discover what it takes to become a truly amazing super hero: being a spider friend who works well with others. Together with his friends Miles Morales and Gwen AKA Ghost-Spider, they will team up with heroes such as Hulk, Black Panther and Ms. Marvel, to defeat evil foes and learn that teamwork is the best way to save the day.</p>",DisneyNOW,https://disneynow.com/,,,404491.0,,1738115723
18971,https://www.tvmaze.com/shows/18971/atop-the-fourth-wall,Atop the Fourth Wall,Variety,English,,Running,,25.0,2008-10-26,,http://www.atopthefourthwall.com,,['Monday'],,35,"<p><b>Atop the Fourth Wall</b> is a comic book review show, hosted by Lewis ""Linkara"" Lovhaug. The show specializes in reviewing really bad comic books.</p>",YouTube,https://www.youtube.com,,,247956.0,tt1868207,1737401906
73732,https://www.tvmaze.com/shows/73732/brits-down-under,Brits Down Under,Reality,English,,To Be Determined,47.0,47.0,2024-01-08,,https://www.channel4.com/programmes/brits-down-under,22:00,['Monday'],,23,"<p>A bunch of intrepid young backpacking Brits head deep into the Australian Outback for some intense manual labour. If they can complete 88 days of labour, they could earn extensions to their working holiday visas.</p>",Channel 4,https://www.channel4.com/,,,,,1707624433
73797,https://www.tvmaze.com/shows/73797/lerin-pa-lofoten,Lerin på Lofoten,Reality,Swedish,,Running,,58.0,2024-01-08,,https://www.svtplay.se/lerin-pa-lofoten,02:00,,,3,"<p>Sweden's most loved artist Lars Lerin is going back to Lofoten, a place he loves and misses very much. It was here that he found his first love but also went deeper into his addiction and was eventually forced to leave both the relationship and the place to get sober. Now Lars and Junior are visiting Lars' favorite places on Lofoten where they will paint, surf, fish for cod, ride horses and go hiking. They also make new acquaintances with people who also have a life of addiction behind them.</p>",SVT Play,https://www.svtplay.se/,,,,,1704950865
718,https://www.tvmaze.com/shows/718/the-tonight-show-starring-jimmy-fallon,The Tonight Show Starring Jimmy Fallon,Talk Show,English,['Comedy'],Running,60.0,60.0,2014-02-17,,http://www.nbc.com/the-tonight-show,23:35,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",4.4,98,"<p>Emmy Award and Grammy Award winner Jimmy Fallon brought NBC's ""The Tonight Show"" back to its New York origins when he launched <b>The Tonight Show Starring Jimmy Fallon </b>from Rockefeller Center. Fallon puts his own stamp on the storied NBC late-night franchise with his unique comedic wit, on-point pop culture awareness, welcoming style and impeccable taste in music with the award-winning house band, The Roots.</p>",Peacock,https://www.peacocktv.com/,,35853.0,270261.0,tt3444938,1738932404
73873,https://www.tvmaze.com/shows/73873/a-history-of-the-world-in-six-glasses,A History of the World in Six Glasses,Documentary,English,"['Comedy', 'History']",Ended,,45.0,2024-01-08,2024-01-08,https://nation.foxnews.com/a-history-of-the-world-in-six-glasses-nation/,,['Monday'],,45,"<p>Based on the New York Times bestselling book, <b>A History of the World in Six Glasses</b> takes us on a tour around the world to taste the drinks that changed history. Star Dan Aykroyd hosts fellow Saturday Night Live alums Jim Belushi, Jon Lovitz, and Kevin Nealon along with Cheers stalwart George Wendt as they discuss beer, wine, coffee, tea, soda, and spirits.</p>",Fox Nation,,,,443271.0,tt30780751,1734809344
73881,https://www.tvmaze.com/shows/73881/all-of-her,All of Her,Scripted,Chinese,"['Drama', 'Romance']",Ended,,10.0,2024-01-09,2024-01-20,https://v.youku.com/v_nextstage/id_eabddbb83f5f45d3821a.html?spm=a2h0c.8166622.PhoneSokuProgram_1.dtitle,10:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,58,"<p>Yan Zhen married into the Anshi Group as a young lady, but found herself widowed within a year when her husband mysteriously disappeared on their wedding anniversary. Four years later, Yan Zhen has become a determined assistant manager of the company, ready to declare her husband dead when she suddenly comes across his ""return"". The man in front of her is identical in appearance to her husband, but his personality has changed drastically, claiming to be her brother-in-law. This man is constantly against Yan Zhen, believing that she was the mastermind behind the accident that happened years ago, while Yan Zhen really seems to be hiding a secret.</p>",Youku,,,,444128.0,,1712424187
73822,https://www.tvmaze.com/shows/73822/taking-love-as-a-contract,Taking Love as a Contract,Scripted,Chinese,"['Drama', 'Romance']",Ended,,15.0,2024-01-09,2024-01-24,https://v.qq.com/x/cover/mzc00200y1w3riy.html,12:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,34,"<p>Xia Tian, an unknown actress, hustling for a living, takes a gamble to protect her grandmother's house by assuming the identity of the He family's heiress. Disguised as the ""princess,"" she aids Ji Chengxuan, the adopted son of the He family, in gaining recognition from his family. Triumphing over a series of challenges and doubts, they safeguard their respective familial bonds and unexpectedly discover love blossoms between them.</p>",Tencent QQ,https://v.qq.com/,,,444248.0,,1706086622
24221,https://www.tvmaze.com/shows/24221/farmen-kjendis,Farmen kjendis,Reality,Norwegian,"['Adventure', 'Nature', 'History']",Running,,42.0,2016-12-19,,https://play.tv2.no/programmer/underholdning/farmen-kjendis,,"['Tuesday', 'Wednesday', 'Sunday']",,32,<p><b>Farmen Kjendis</b> is a Norwegian Reality program which features Celebrities competing each week on a farm mimicking the life of Norwegian farmers 100 years ago.</p>,TV 2 Play,,,,322078.0,tt6456288,1739025202
60304,https://www.tvmaze.com/shows/60304/torpet-kjendis,Torpet Kjendis,Reality,Norwegian,,Running,,10.0,2019-01-28,,https://play.tv2.no/programmer/underholdning/torpet-kjendis,,"['Monday', 'Thursday', 'Friday', 'Sunday']",,18,"<p>A few kilometers from Farmen, lies <b>Torpet</b>. Everyone who loses the duel on Farmen kjendis comes here, and here they get an opportunity to fight their way back to the farm. But there are also others coming here who want to take part in the battle to win Farmen kjendis.</p>",TV 2 Play,,,,359445.0,tt11597362,1739025065
73567,https://www.tvmaze.com/shows/73567/de-spor,De Spor,Reality,Dutch,,Running,,10.0,2023-11-28,,https://goplay.be/de-spor,,['Tuesday'],,6,,GoPlay,,,,,,1716557820
76666,https://www.tvmaze.com/shows/76666/en-varslet-skandale,En varslet skandale,Documentary,Norwegian,,Ended,,42.0,2024-01-09,2024-02-06,https://play.tv2.no/programmer/fakta/en-varslet-skandale,,['Tuesday'],,0,"<p>In 2018, the former biathlete president Anders Besseberg is charged with corruption and for having hidden Russian doping. The documentary series shows a hitherto unknown side of Europe's biggest winter sport.</p>",TV 2 Play,,,,,,1714861966
69806,https://www.tvmaze.com/shows/69806/scout-hero,Scout Hero,Scripted,Chinese,"['Drama', 'War']",Ended,,45.0,2024-01-09,2024-01-27,https://www.iq.com/album/scout-hero-2023-1oipynj6bzh?lang=en_us,19:30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,7,"<p>From the perspective of an explorer, the play tells the heroic story of Liang Chen, the chief of the reconnaissance section of a certain division of the Volunteer Army, who led a reconnaissance company as a vanguard during the War to Resist US Aggression and Aid Korea, and repeatedly relied on superior strategies and tactics to fight the US military.</p>",Tencent QQ,https://v.qq.com/,,,,,1706339205
28347,https://www.tvmaze.com/shows/28347/fashion-photo-ruview,Fashion Photo RuView,Talk Show,English,,Running,,13.0,2014-02-26,,https://www.wowpresentsplus.com/fashion-photo-ruview,,,,40,<p>RuPaul's Drag Race <b>Fashion Photo RuView</b> with Raja and Raven! The two RuPaul's Drag Race alums critique the runway looks from the RuPaul's Drag Race mainstage. Will they TOOT or BOOT the Queens looks from the runway? Watch now and find out!</p>,WOW Presents Plus,http://www.wowpresentsplus.com,,,312833.0,,1738176262
46967,https://www.tvmaze.com/shows/46967/armcomedy,ArmComedy,Talk Show,Armenian,['Comedy'],Running,,27.0,2012-03-11,,https://www.youtube.com/channel/UCtjDe2iZp5WB2NxPAN6wB1A,,"['Tuesday', 'Friday']",,23,,YouTube,https://www.youtube.com,,,,,1735684678
47944,https://www.tvmaze.com/shows/47944/inside-of-you-with-michael-rosenbaum,Inside of You with Michael Rosenbaum,Talk Show,English,,Running,,83.0,2018-05-18,,https://www.insideofyoupodcast.com/,,['Tuesday'],,73,"<p><b>Inside of You with Michael Rosenbaum</b> is a podcast, recorded series inside of the home of Michael Rosenbaum (Sorority Boys, Smallville). Listen as he invites celebrities, athletes, musicians, or anyone he finds interesting to sit next to on the couch, while he probes them for the most interesting stories they have.</p>",YouTube,https://www.youtube.com,,,,tt12239824,1738685771
58950,https://www.tvmaze.com/shows/58950/echo,Echo,Scripted,English,"['Drama', 'Science-Fiction']",Ended,,41.0,2024-01-09,2024-01-09,https://www.disneyplus.com/series/echo/4unBxmuv2B8B,,,6.3,98,"<p>The origin story of <b>Echo</b> revisits Maya Lopez, whose ruthless behavior in New York City catches up with her in her hometown. She must face her past, reconnect with her Native American roots and embrace the meaning of family and community if she ever hopes to move forward.</p>",Disney+,https://www.disneyplus.com/,,,412431.0,tt13966962,1706446635
63183,https://www.tvmaze.com/shows/63183/di4ri,DI4RI,Scripted,Italian,"['Drama', 'Comedy', 'Family']",To Be Determined,,29.0,2022-05-18,,https://www.netflix.com/title/81504820,,,,34,"<p>First crushes, first kisses, fun with friends — and feuds with rivals. In the halls of Galileo Galilei Middle School, every day is full of surprises!</p>",Netflix,https://www.netflix.com/,,,419523.0,tt20449034,1704816447
72386,https://www.tvmaze.com/shows/72386/hidden-hangout,Hidden Hangout,Variety,Thai,['Food'],To Be Determined,,20.0,2023-10-31,,https://www.youtube.com/@gmmtv/,,['Tuesday'],,56,"<p>Joong and Dunk have resolved their ""Hidden Agenda"" in their recent series, but have reconvened to take viewers to the best <b>Hidden Hangouts</b> and make them well known. </p>",YouTube,https://www.youtube.com,,,454395.0,,1736065985
76189,https://www.tvmaze.com/shows/76189/lovett-or-leave-it,Lovett or Leave It,Talk Show,,,Running,,62.0,2017-03-25,,https://www.youtube.com/@lovettorleaveitpodcast,,"['Tuesday', 'Saturday']",,3,"<p>Every Saturday, former Obama speechwriter and self-described ""comedian"" Jon Lovett is joined live on stage by a killer lineup of comics, journalists, politicians, and celebrities - who may or may not know why they're there - to break down the biggest and dumbest stories in politics and culture.</p><p>And now because there's too much news for just one show, join Jon and friends (i.e. beloved producers who have to be there) every Tuesday for a rundown of the latest headlines to help get you through another flawless week in our perfect society.</p><p><br /> </p>",YouTube,https://www.youtube.com,,,,,1724698123
81933,https://www.tvmaze.com/shows/81933/lex-fridman,Lex Fridman,Talk Show,English,,Running,180.0,180.0,2018-08-26,,https://lexfridman.com/,,['Monday'],,2,"<p>Conversations about the nature of intelligence, consciousness, love, and power.</p>",YouTube,https://www.youtube.com,,,420367.0,tt14044218,1736345281
33234,https://www.tvmaze.com/shows/33234/the-boulet-brothers-dragula,The Boulet Brothers' Dragula,Reality,English,,Running,,55.0,2016-10-31,,https://www.shudder.com/series/watch/the-boulet-brothers-dragula/9d4ad659d2321124,,['Tuesday'],2.2,82,"<p>The Boulet Brothers host a competition of drag performers who don't just push the envelope - they chew it up and spit it out. With themes like Zombie and challenges like being buried alive, this ain't your momma's drag competition.</p>",Shudder,https://www.shudder.com/,,,323152.0,tt6289132,1737133458
68765,https://www.tvmaze.com/shows/68765/outside-beyond-the-lens,Outside Beyond the Lens,Documentary,English,"['Adventure', 'Travel']",Running,,27.0,2019-10-01,,https://www.pbs.org/show/outside-beyond-lens/,,,,8,"<p><b>Outside Beyond the Lens</b> is an adventure-travel show that explores America's national parks and, scenic wonders beyond the crowds and popular tourist stops.</p>",PBS,,,,370922.0,,1715580984
