id,name,season,number,type,airdate,airtime,airstamp,runtime,rating,show_id
2734282,Episode 17,1,17.0,regular,2024-01-11,12:00,2024-01-11T04:00:00+00:00,15.0,,73784
2736420,Episode 9,1,9.0,regular,2024-01-11,12:00,2024-01-11T04:00:00+00:00,15.0,,73822
2736421,Episode 10,1,10.0,regular,2024-01-11,12:00,2024-01-11T04:00:00+00:00,15.0,,73822
2740135,Episode 9,1,9.0,regular,2024-01-11,12:00,2024-01-11T04:00:00+00:00,10.0,,73945
2740136,Episode 10,1,10.0,regular,2024-01-11,12:00,2024-01-11T04:00:00+00:00,10.0,,73945
2783442,Episode 49,2,49.0,regular,2024-01-11,,2024-01-11T04:00:00+00:00,22.0,,74984
2881049,Episode 36,1,36.0,regular,2024-01-11,,2024-01-11T04:00:00+00:00,2.0,,77232
3044217,Episode 15,1,15.0,regular,2024-01-11,,2024-01-11T04:00:00+00:00,,,80603
2746210,5 o'clock routine,7,6.0,regular,2024-01-11,06:00,2024-01-11T05:00:00+00:00,30.0,,38996
2776438,Крик кошки,15,7.0,regular,2024-01-11,17:35,2024-01-11T05:35:00+00:00,25.0,,26268
2719948,11/01/2024,2024,8.0,regular,2024-01-11,06:00,2024-01-11T06:00:00+00:00,29.0,,793
2744292,Snot-tacular!,12,5.0,regular,2024-01-11,06:00,2024-01-11T06:00:00+00:00,28.0,,12119
2846400,Are You Ready for the Face-off?,1,20.0,regular,2024-01-11,,2024-01-11T06:30:00+00:00,,,76550
2899981,Life's Race,1,1.0,regular,2024-01-11,,2024-01-11T06:30:00+00:00,,,77538
2899982,Foul Play,1,2.0,regular,2024-01-11,,2024-01-11T06:30:00+00:00,,,77538
2899983,War of Races,1,3.0,regular,2024-01-11,,2024-01-11T06:30:00+00:00,,,77538
2899984,Quit America,1,4.0,regular,2024-01-11,,2024-01-11T06:30:00+00:00,,,77538
2899985,You Know Potato,1,5.0,regular,2024-01-11,,2024-01-11T06:30:00+00:00,,,77538
2899986,God Only Knows,1,6.0,regular,2024-01-11,,2024-01-11T06:30:00+00:00,,,77538
2899987,Red Flag,1,7.0,regular,2024-01-11,,2024-01-11T06:30:00+00:00,,,77538
2899988,Tough Answers,1,8.0,regular,2024-01-11,,2024-01-11T06:30:00+00:00,,,77538
2899989,Smash!!??,1,9.0,regular,2024-01-11,,2024-01-11T06:30:00+00:00,,,77538
2733650,Правда или действие,20,112.0,regular,2024-01-11,21:35,2024-01-11T09:35:00+00:00,39.0,,43648
2728829,Kaikki tiet vievät Vilnaan,4,6.0,regular,2024-01-11,,2024-01-11T10:00:00+00:00,36.0,,40867
2741517,"187. Лев ""Хорус"" Пашко",3,103.0,regular,2024-01-11,,2024-01-11T10:00:00+00:00,82.0,,64523
2732110,54회: 할머님! 백상철 인사 올리겠습니다.,1,54.0,regular,2024-01-11,19:00,2024-01-11T10:00:00+00:00,30.0,,71005
2732254,Episode 4,1,4.0,regular,2024-01-11,18:00,2024-01-11T10:00:00+00:00,45.0,,72561
2725205,Episode 19,1,19.0,regular,2024-01-11,18:00,2024-01-11T10:00:00+00:00,40.0,,73639
2722979,Episode 25,1,25.0,regular,2024-01-11,18:00,2024-01-11T10:00:00+00:00,45.0,,73640
2857099,"Faceplant, stolpeslikk og prompestopp",5,1.0,regular,2024-01-11,,2024-01-11T11:00:00+00:00,43.0,,52529
2733315,Episodio 6,2,6.0,regular,2024-01-11,,2024-01-11T11:00:00+00:00,63.0,,59680
2842375,Episode 2,6,2.0,regular,2024-01-11,,2024-01-11T11:00:00+00:00,10.0,,60304
2746993,"En ""kort"" episode",1,2.0,regular,2024-01-11,,2024-01-11T11:00:00+00:00,13.0,,74108
2746994,"Maximatpose, Spektrum og dop",1,3.0,regular,2024-01-11,,2024-01-11T11:00:00+00:00,15.0,,74108
3083214,Michaela gegen den Rest des Camps,1,13.0,regular,2024-01-11,,2024-01-11T11:00:00+00:00,50.0,,81459
3083215,Party am Lost Beach: Yasin im Eskalationsmodus,1,14.0,regular,2024-01-11,,2024-01-11T11:00:00+00:00,50.0,,81459
2736552,Episode 5,1,5.0,regular,2024-01-11,19:30,2024-01-11T11:30:00+00:00,45.0,,69806
2736553,Episode 6,1,6.0,regular,2024-01-11,19:30,2024-01-11T11:30:00+00:00,45.0,,69806
2741455,Episode 12,3,12.0,regular,2024-01-11,20:40,2024-01-11T11:40:00+00:00,100.0,,54251
2729831,Episode 8971,39,68.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,23.0,7.0,5420
2973649,Supermarket Games,54,10.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,30.0,,6544
2737096,Afsnit 33,19,33.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,30.0,,8960
2747771,Пульмонолог | Андрей Кулешов,2024,1.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,26.0,,40482
2729431,Are We ACTUALLY Ugly?,25,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,,,41611
2739660,Match Our Face To The Video,25,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,41612
2739325,Алексей Пивоваров отвечает на новые вопросы подписчиков,2024,,significant_special,2024-01-11,,2024-01-11T12:00:00+00:00,44.0,,42899
3005187,Exposing Our Twitter Fights,5,1.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,20.0,,43855
2693911,Серия 5,5,5.0,regular,2024-01-11,00:00,2024-01-11T12:00:00+00:00,25.0,,44724
2690332,Episode 20,2,20.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,,,49136
2739580,Troop Deployments,6,,significant_special,2024-01-11,,2024-01-11T12:00:00+00:00,10.0,,49147
2722522,Серия 18,3,2.0,regular,2024-01-11,00:00,2024-01-11T12:00:00+00:00,53.0,,49678
2728582,Fire skjønne spøkefugler,8,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,42.0,,49859
2688532,Grim Tidings,3,1.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,25.0,,53242
2739025,Dome Sweet Dome,3,2.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,24.0,,53242
2739026,No Escape,3,3.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,23.0,,53242
2739027,Nine's Lives,3,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,23.0,,53242
2739028,Home Sick Home,3,5.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,23.0,,53242
2739029,The Devil Is in the Tails,3,6.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,26.0,,53242
2739030,From the Top,3,7.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,25.0,,53242
2728585,Natthopp,3,2.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,42.0,,58086
2739687,Icy Prints,2,1.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,5.0,,62573
2764097,Episode 381,1,381.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,63719
2728832,Boy Smells Rat,1,1.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,56.0,7.3,63872
2732625,Boy Gets Chop,1,2.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,52.0,7.4,63872
2732626,Run Boy Run,1,3.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,49.0,7.4,63872
2732627,Boy Loses Dad,1,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,57.0,7.5,63872
2732628,Boy Takes Flight,1,5.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,57.0,7.5,63872
2732629,Boy Seeks Work,1,6.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,55.0,7.4,63872
2732630,Boy Meets End,1,7.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,78.0,7.3,63872
2747915,Наряд для Торы,1,7.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,11.0,,65672
2729357,Humour en accéléré,2,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,33.0,,66251
2729358,Le lama sournois,2,5.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,30.0,,66251
2729359,Condiments,2,6.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,25.0,,66251
2756114,Episode 93,2,93.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,159.0,,66819
2760752,Episode 81,2,31.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,,,67907
2725250,Episode 31,1,31.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,45.0,,69747
2725251,Episode 32,1,32.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,45.0,,69747
2686404,Episode 7,1,7.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,53.0,10.0,71953
2893561,Episode 9,2024,9.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,60.0,,72499
2844055,Episode 7,2024,7.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,60.0,,72501
2751249,Episode 12,1,12.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,17.0,,72649
2734585,Episode 10,1,10.0,regular,2024-01-11,20:00,2024-01-11T12:00:00+00:00,45.0,,72654
2734586,Episode 11,1,11.0,regular,2024-01-11,20:00,2024-01-11T12:00:00+00:00,45.0,,72654
2745865,Ми їли кошачий корм. Історія бойових медикинь у Маріуполі,1,6.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,107.0,,72746
2706971,Ghost Stories,1,6.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,48.0,,72761
2713012,Episode 1,1,1.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,48.0,,73424
2739042,Episode 2,1,2.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,59.0,,73424
2739043,Episode 3,1,3.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,43.0,,73424
2739044,Episode 4,1,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,46.0,,73424
2739045,Episode 5,1,5.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,52.0,,73424
2739046,Episode 6,1,6.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,49.0,,73424
2739047,Episode 7,1,7.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,51.0,,73424
2739048,Episode 8,1,8.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,52.0,,73424
2739242,Episode 1,1,1.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,45.0,,73862
2739243,Episode 2,1,2.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,45.0,,73862
2739244,Episode 3,1,3.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,45.0,,73862
2739245,Episode 4,1,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,45.0,,73862
2737249,Odcinek 1,1,1.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,45.0,3.0,73900
2739031,Odcinek 2,1,2.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,41.0,,73900
2739032,Odcinek 3,1,3.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,41.0,,73900
2739033,Odcinek 4,1,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,41.0,,73900
2739034,Odcinek 5,1,5.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,43.0,,73900
2739035,Odcinek 6,1,6.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,44.0,,73900
2739300,Episode 1,1,1.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,40.0,,73916
2744858,Episode 2,1,2.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,40.0,,73916
2740098,Episode 1,1,1.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740099,Episode 2,1,2.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740100,Episode 3,1,3.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740101,Episode 4,1,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740102,Episode 5,1,5.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740103,Episode 6,1,6.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740104,Episode 7,1,7.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740105,Episode 8,1,8.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740106,Episode 9,1,9.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740107,Episode 10,1,10.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740108,Episode 11,1,11.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740109,Episode 12,1,12.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740110,Episode 13,1,13.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740111,Episode 14,1,14.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740112,Episode 15,1,15.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740113,Episode 16,1,16.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740114,Episode 17,1,17.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740115,Episode 18,1,18.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740116,Episode 19,1,19.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740117,Episode 20,1,20.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740118,Episode 21,1,21.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740119,Episode 22,1,22.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740120,Episode 23,1,23.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2740121,Episode 24,1,24.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,12.0,,73944
2743384,Who gives a-shift?,1,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,63.0,,74029
2745776,The Invitation,1,1.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,36.0,,74082
2745777,Let's the fun Begin,1,2.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,47.0,,74082
2745778,The Art of War,1,3.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,46.0,,74082
2745779,Ouija,1,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,38.0,,74082
2745780,No Exit,1,5.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,41.0,,74082
2745816,The Sacrificed,1,6.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,40.0,,74082
2747946,Episode 7,1,7.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,,,74142
2761357,Episode 7,1,7.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,70.0,,74428
2844762,Episode 8,2024,8.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,60.0,,76499
2845188,Episode 8,2024,8.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,60.0,,76505
2845898,Episode 8,2024,8.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,120.0,,76517
2846908,Episode 4,2024,4.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,10.0,,76560
2873705,55 الحلقة,1,55.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,42.0,,77144
2894293,Episode 9,2024,9.0,regular,2024-01-11,07:00,2024-01-11T12:00:00+00:00,120.0,,77201
2894953,EP.22 HyunA,2,2.0,regular,2024-01-11,,2024-01-11T12:00:00+00:00,,,77439
3016297,Episódio 9,2024,9.0,regular,2024-01-11,07:00,2024-01-11T12:00:00+00:00,120.0,,79903
2735740,Episode 7,3,7.0,regular,2024-01-11,20:06,2024-01-11T12:06:00+00:00,45.0,,42056
2735741,Episode 8,3,8.0,regular,2024-01-11,20:06,2024-01-11T12:06:00+00:00,45.0,,42056
2740514,Episode 64,5,64.0,regular,2024-01-11,09:00,2024-01-11T13:00:00+00:00,30.0,,42893
2833125,Episode 9,2024,9.0,regular,2024-01-11,08:00,2024-01-11T13:00:00+00:00,240.0,,76216
2896246,Episode 8,2024,8.0,regular,2024-01-11,09:00,2024-01-11T14:00:00+00:00,60.0,,72466
2718419,Zeenat Aman and Neetu Kapoor,8,12.0,regular,2024-01-11,21:00,2024-01-11T15:30:00+00:00,60.0,,7316
2725358,37,8,37.0,regular,2024-01-11,19:00,2024-01-11T16:00:00+00:00,53.0,,54658
2743588,Episode 6,2,6.0,regular,2024-01-11,19:00,2024-01-11T16:00:00+00:00,,,65095
2728795,Ep. #14768,2024,9.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,38.0,,812
2737102,Rush for the Bloody Bridge,3,82.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,240.0,,13215
2739699,Main Event 589,13,2.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,60.0,,16753
2963060,This Week in WWE 781,11,2.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,30.0,,19883
2769520,A Killer Confession,4,1.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,,,25479
2769521,Good Girl Gone,4,2.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,,,25479
2769522,Who Killed My Father,4,3.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,,,25479
2769523,Damn His Soul to Hell,4,4.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,,,25479
2769524,"Money, Moguls and Murder",4,5.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,,,25479
2769525,Evil in Huntington Beach,4,6.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,,,25479
2769526,The Smoking Gun,4,7.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,,,25479
2769527,A Bullet to the Heart,4,8.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,,,25479
2769528,Viciously Murdered,4,9.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,,,25479
2769529,Death of a Baseball Mom,4,10.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,,,25479
2689241,Just Say Yes,1,1.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,51.0,7.3,55832
2689243,My Two Dads,1,2.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,39.0,7.5,55832
2689244,Ejectile Dysfunction,1,3.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,37.0,7.6,55832
2689246,"Subways, Bicycles, and Automobiles",1,4.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,37.0,7.4,55832
2689247,Desperately Seeking Susan,1,5.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,34.0,7.4,55832
2689248,Loud Night,1,6.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,44.0,7.0,55832
2689249,He's Gotta Have It,1,7.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,43.0,7.4,55832
2732307,Eye to Eye,3,9.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,43.0,6.0,57465
2736170,Nowhere to Hide,3,10.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,42.0,7.3,57465
2733579,Gentrification,2,7.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,42.0,,60942
2732518,Son of a Gun,2,6.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,35.0,,62370
2680470,Episode 3,1,3.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,45.0,6.4,63508
2739654,Yaaath Queen,16,1.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,57.0,,63761
2849665,Jonathan Majors Speaks,2,13.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,33.0,,64528
2737208,Episode 9,2024,9.0,regular,2024-01-11,12:00,2024-01-11T17:00:00+00:00,240.0,,73192
2844404,Episode 8,2024,8.0,regular,2024-01-11,,2024-01-11T17:00:00+00:00,60.0,,76479
2879360,Episode 8,2024,8.0,regular,2024-01-11,12:00,2024-01-11T17:00:00+00:00,120.0,,77198
2898747,Episode 9,2024,9.0,regular,2024-01-11,12:00,2024-01-11T17:00:00+00:00,300.0,,77453
2919521,Afsnit 4,10,4.0,regular,2024-01-11,19:00,2024-01-11T18:00:00+00:00,45.0,,34805
2831459,Episode 9,2024,9.0,regular,2024-01-11,13:00,2024-01-11T18:00:00+00:00,240.0,,76075
2833334,Episode 9,2024,9.0,regular,2024-01-11,13:00,2024-01-11T18:00:00+00:00,180.0,,76217
2725003,Gegenwind,18,17.0,regular,2024-01-11,19:25,2024-01-11T18:25:00+00:00,45.0,,17046
2736143,Yellowcard,4,82.0,regular,2024-01-11,13:30,2024-01-11T18:30:00+00:00,60.0,,72930
2689742,Aflevering 6855,34,80.0,regular,2024-01-11,20:00,2024-01-11T19:00:00+00:00,23.0,,2504
2756304,Nechte mě hrát!,3,44.0,regular,2024-01-11,20:20,2024-01-11T19:20:00+00:00,60.0,,73871
2739276,Thu 11 Jan 2024,30,6.0,regular,2024-01-11,19:30,2024-01-11T19:30:00+00:00,23.0,,4175
2733639,Episode 2,9,2.0,regular,2024-01-11,20:45,2024-01-11T19:45:00+00:00,60.0,,50896
2737254,11/01/2024,2024,1.0,regular,2024-01-11,20:00,2024-01-11T20:00:00+00:00,59.0,,875
2739322,Antarctic Adventure,3,7.0,regular,2024-01-11,15:00,2024-01-11T20:00:00+00:00,15.0,,43708
2741601,"Let It Snowball, Let It Snowball, Let It Snowball",3,8.0,regular,2024-01-11,15:15,2024-01-11T20:15:00+00:00,15.0,,43708
2723009,Episode 5,2,5.0,regular,2024-01-11,21:00,2024-01-11T21:00:00+00:00,58.0,7.8,58174
2794052,Episode 7,2024,7.0,regular,2024-01-11,17:00,2024-01-11T22:00:00+00:00,30.0,,75249
2833244,Episode 9,2024,9.0,regular,2024-01-11,17:00,2024-01-11T22:00:00+00:00,120.0,,76220
2691171,Folge 17,5,17.0,regular,2024-01-11,00:00,2024-01-11T23:00:00+00:00,45.0,,59878
2691172,Folge 18,5,18.0,regular,2024-01-11,00:00,2024-01-11T23:00:00+00:00,45.0,,59878
2750522,Episode 16,24,16.0,regular,2024-01-11,19:30,2024-01-11T23:30:00+00:00,30.0,,6220
2794522,Episode 7,2024,7.0,regular,2024-01-11,19:00,2024-01-12T00:00:00+00:00,60.0,,75261
2833034,Episode 9,2024,9.0,regular,2024-01-11,19:00,2024-01-12T00:00:00+00:00,90.0,,76215
2710563,Debut Singles,4,9.0,regular,2024-01-11,21:00,2024-01-12T01:00:00+00:00,60.0,,47997
2732772,Avsnitt 1,1,1.0,regular,2024-01-11,02:00,2024-01-12T01:00:00+00:00,43.0,,73776
2930896,Episode 2,2024,2.0,regular,2024-01-11,21:00,2024-01-12T02:00:00+00:00,60.0,,78093
2848018,Episode 8,2024,8.0,regular,2024-01-11,23:00,2024-01-12T04:00:00+00:00,60.0,,76581
2734214,"Matthew McConaughey, Lily Gladstone, Wyclef Jean, Pusha T, Lola Brooke, Capella Grey",2024,4.0,regular,2024-01-11,23:35,2024-01-12T04:35:00+00:00,60.0,,718
2739162,The Possibilities,1,3.0,regular,2024-01-11,00:00,2024-01-12T05:00:00+00:00,,,73915
2737245,Серия 6,3,6.0,regular,2024-01-12,12:00,2024-01-12T00:00:00+00:00,44.0,,51510
2739797,11 выпуск | ШАСТУН х ЯРОВИЦЫНА х БЕБУРИШВИЛИ х ВАШ,1,11.0,regular,2024-01-12,12:00,2024-01-12T00:00:00+00:00,52.0,,72413
2693745,Серия 5,1,5.0,regular,2024-01-12,,2024-01-12T00:00:00+00:00,,,72915
2730930,Серия 06,1,6.0,regular,2024-01-12,,2024-01-12T00:00:00+00:00,22.0,7.0,73456
2637384,Episode 145,1,145.0,regular,2024-01-12,10:00,2024-01-12T02:00:00+00:00,20.0,,54894
3125480,第452集,22,12.0,regular,2024-01-12,10:00,2024-01-12T02:00:00+00:00,,,55016
2764087,Episode 343,1,343.0,regular,2024-01-12,10:00,2024-01-12T02:00:00+00:00,10.0,,55019
2723025,Episode 266,1,266.0,regular,2024-01-12,10:00,2024-01-12T02:00:00+00:00,,,62143
2742864,Episode 212,5,16.0,regular,2024-01-12,10:00,2024-01-12T02:00:00+00:00,10.0,,63068
2739404,Episode 59,2,7.0,regular,2024-01-12,10:00,2024-01-12T02:00:00+00:00,20.0,,65516
2726383,Episode 18,1,18.0,regular,2024-01-12,10:00,2024-01-12T02:00:00+00:00,20.0,,71654
2736444,Episode 9,1,9.0,regular,2024-01-12,10:00,2024-01-12T02:00:00+00:00,11.0,,73881
2736445,Episode 10,1,10.0,regular,2024-01-12,10:00,2024-01-12T02:00:00+00:00,11.0,,73881
2741647,A Piece of Memory,3,4.0,regular,2024-01-12,12:00,2024-01-12T03:00:00+00:00,126.0,,59642
2708605,Cause and effect,1,13.0,regular,2024-01-12,,2024-01-12T03:00:00+00:00,65.0,8.5,66987
2726091,Episode 31,1,31.0,regular,2024-01-12,11:30,2024-01-12T03:30:00+00:00,15.0,,73703
2726092,Episode 32,1,32.0,regular,2024-01-12,11:30,2024-01-12T03:30:00+00:00,15.0,,73703
2710975,Episode 33,1,33.0,regular,2024-01-12,,2024-01-12T04:00:00+00:00,,,72076
2726372,Episode 21,1,21.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,15.0,,73684
2732719,Episode 17,1,17.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,45.0,,73773
2734283,Episode 18,1,18.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,15.0,,73784
2734284,Episode 19,1,19.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,15.0,,73784
2736422,Episode 11,1,11.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,15.0,,73822
2736423,Episode 12,1,12.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,15.0,,73822
2739758,Episode 1,1,1.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,40.0,,73931
2739759,Episode 2,1,2.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,40.0,,73931
2739760,Episode 3,1,3.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,40.0,,73931
2739761,Episode 4,1,4.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,40.0,,73931
2739762,Episode 5,1,5.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,40.0,,73931
2739763,Episode 6,1,6.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,40.0,,73931
2740137,Episode 11,1,11.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,10.0,,73945
2740138,Episode 12,1,12.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,10.0,,73945
2740150,Episode 1,1,1.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,12.0,,73946
2740151,Episode 2,1,2.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,12.0,,73946
2740152,Episode 3,1,3.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,14.0,,73946
2740153,Episode 4,1,4.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,15.0,,73946
2740154,Episode 5,1,5.0,regular,2024-01-12,12:00,2024-01-12T04:00:00+00:00,16.0,,73946
2740859,Episode 7,1,7.0,regular,2024-01-12,,2024-01-12T04:00:00+00:00,,,73953
2783443,Episode 50,2,50.0,regular,2024-01-12,,2024-01-12T04:00:00+00:00,27.0,,74984
2881050,Episode 37,1,37.0,regular,2024-01-12,,2024-01-12T04:00:00+00:00,2.0,,77232
