id,name,season,number,type,airdate,airtime,airstamp,runtime,rating,show_id
2730586,Серия 1,2,1.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,23.0,,51908
2730587,Серия 2,2,2.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,20.0,,51908
2730588,Серия 3,2,3.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,19.0,,51908
2730589,Серия 4,2,4.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,21.0,,51908
2730590,Серия 5,2,5.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,20.0,,51908
2730591,Серия 6,2,6.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,20.0,,51908
2730592,Серия 7,2,7.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,20.0,,51908
2730593,Серия 8,2,8.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,19.0,,51908
2730594,Серия 9,2,9.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,18.0,,51908
2730595,Серия 10,2,10.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,19.0,,51908
2718792,Серия 21,3,1.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,25.0,,59205
2719121,Серия 22,3,2.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,25.0,,59205
2718220,Серия 8,3,8.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,20.0,,59484
2692646,Серия 1,1,1.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2692647,Серия 2,1,2.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2692648,Серия 3,1,3.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2692649,Серия 4,1,4.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2692650,Серия 5,1,5.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2692651,Серия 6,1,6.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2692652,Серия 7,1,7.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2692653,Серия 8,1,8.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2692654,Серия 9,1,9.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2692655,Серия 10,1,10.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2692656,Серия 11,1,11.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2692657,Серия 12,1,12.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,72871
2712914,Серия 1,1,1.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,73221
2712915,Серия 2,1,2.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,73221
2712916,Серия 3,1,3.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,73221
2712917,Серия 4,1,4.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,73221
2712918,Серия 5,1,5.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,73221
2712919,Серия 6,1,6.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,73221
2712920,Серия 7,1,7.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,73221
2712921,Серия 8,1,8.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,,,73221
2719575,Серия 1,1,1.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,24.0,,73590
2730942,Серия 2,1,2.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,28.0,,73590
2743350,Екатерина,1,1.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,41.0,,73893
2743351,Анна,1,2.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,42.0,,73893
2743352,Переворот,1,3.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,37.0,,73893
2743353,Елизавета,1,4.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,43.0,,73893
2743354,Триумф,1,5.0,regular,2024-01-01,,2024-01-01T00:00:00+00:00,33.0,,73893
2732794,Sucked In,1,1.0,regular,2024-01-01,,2024-01-01T01:00:00+00:00,22.0,,73780
2732795,Countdown,1,2.0,regular,2024-01-01,,2024-01-01T01:00:00+00:00,22.0,,73780
2732796,It Came From The Bog,1,3.0,regular,2024-01-01,,2024-01-01T01:00:00+00:00,22.0,,73780
2732797,The Truth Is Really Out There,1,4.0,regular,2024-01-01,,2024-01-01T01:00:00+00:00,21.0,,73780
2732798,Take Over,1,5.0,regular,2024-01-01,,2024-01-01T01:00:00+00:00,22.0,,73780
2732799,Double the Trouble,1,6.0,regular,2024-01-01,,2024-01-01T01:00:00+00:00,23.0,,73780
2732800,Hair Raiser,1,7.0,regular,2024-01-01,,2024-01-01T01:00:00+00:00,22.0,,73780
2732801,Space Zits,1,8.0,regular,2024-01-01,,2024-01-01T01:00:00+00:00,21.0,,73780
2732802,Zborked,1,9.0,regular,2024-01-01,,2024-01-01T01:00:00+00:00,22.0,,73780
2732803,The Void,1,10.0,regular,2024-01-01,,2024-01-01T01:00:00+00:00,23.0,,73780
2696937,Episode 340,1,340.0,regular,2024-01-01,10:00,2024-01-01T02:00:00+00:00,10.0,,55019
2723022,Episode 263,1,263.0,regular,2024-01-01,10:00,2024-01-01T02:00:00+00:00,,,62143
2729492,Episode 209,5,13.0,regular,2024-01-01,10:00,2024-01-01T02:00:00+00:00,10.0,,63068
2659603,National War,1,17.0,regular,2024-01-01,10:00,2024-01-01T02:00:00+00:00,,,71544
2723464,Episode 13,1,13.0,regular,2024-01-01,10:00,2024-01-01T02:00:00+00:00,15.0,,73661
2723465,Episode 14,1,14.0,regular,2024-01-01,10:00,2024-01-01T02:00:00+00:00,15.0,,73661
2796490,Episode 4,1,4.0,regular,2024-01-01,10:00,2024-01-01T02:00:00+00:00,18.0,,75213
2723494,Episode 19,1,19.0,regular,2024-01-01,11:30,2024-01-01T03:30:00+00:00,10.0,,73662
2723495,Episode 20,1,20.0,regular,2024-01-01,11:30,2024-01-01T03:30:00+00:00,10.0,,73662
2723496,Episode 21,1,21.0,regular,2024-01-01,11:30,2024-01-01T03:30:00+00:00,10.0,,73662
2726073,Episode 13,1,13.0,regular,2024-01-01,11:30,2024-01-01T03:30:00+00:00,15.0,,73703
2726074,Episode 14,1,14.0,regular,2024-01-01,11:30,2024-01-01T03:30:00+00:00,15.0,,73703
2726075,Episode 15,1,15.0,regular,2024-01-01,11:30,2024-01-01T03:30:00+00:00,15.0,,73703
2726076,Episode 16,1,16.0,regular,2024-01-01,11:30,2024-01-01T03:30:00+00:00,15.0,,73703
2704646,Episode 42,1,42.0,regular,2024-01-01,,2024-01-01T04:00:00+00:00,,,72226
2720259,Episode 21,1,21.0,regular,2024-01-01,12:00,2024-01-01T04:00:00+00:00,10.0,,73584
2723329,Episode 13,1,13.0,regular,2024-01-01,12:00,2024-01-01T04:00:00+00:00,10.0,,73642
2726359,Episode 8,1,8.0,regular,2024-01-01,12:00,2024-01-01T04:00:00+00:00,15.0,,73684
2726360,Episode 9,1,9.0,regular,2024-01-01,12:00,2024-01-01T04:00:00+00:00,15.0,,73684
2731468,Episode 1,1,1.0,regular,2024-01-01,,2024-01-01T04:00:00+00:00,16.0,,73749
2731469,Episode 2,1,2.0,regular,2024-01-01,,2024-01-01T04:00:00+00:00,16.0,,73749
2783434,Episode 41,2,41.0,regular,2024-01-01,,2024-01-01T04:00:00+00:00,23.0,,74984
2881040,Episode 27,1,27.0,regular,2024-01-01,,2024-01-01T04:00:00+00:00,2.0,,77232
2705690,01/01/2024,2024,1.0,regular,2024-01-01,06:00,2024-01-01T06:00:00+00:00,29.0,,793
2739209,01/01/2024,23,21.0,regular,2024-01-01,06:00,2024-01-01T06:00:00+00:00,28.0,,16504
2739210,03/01/2024,23,22.0,regular,2024-01-01,06:00,2024-01-01T06:00:00+00:00,28.0,,16504
2703750,Episode 1,2,1.0,regular,2024-01-01,06:00,2024-01-01T06:00:00+00:00,59.0,7.4,46238
2703751,Episode 2,2,2.0,regular,2024-01-01,06:00,2024-01-01T06:00:00+00:00,57.0,7.5,46238
2703752,Episode 3,2,3.0,regular,2024-01-01,06:00,2024-01-01T06:00:00+00:00,57.0,8.0,46238
2703753,Episode 4,2,4.0,regular,2024-01-01,06:00,2024-01-01T06:00:00+00:00,56.0,7.6,46238
2703754,Episode 5,2,5.0,regular,2024-01-01,06:00,2024-01-01T06:00:00+00:00,57.0,7.6,46238
2703755,Episode 6,2,6.0,regular,2024-01-01,06:00,2024-01-01T06:00:00+00:00,57.0,7.8,46238
2846397,King in the House,1,13.0,regular,2024-01-01,,2024-01-01T06:30:00+00:00,,,76550
2730306,Серия 201,11,9.0,regular,2024-01-01,21:20,2024-01-01T09:20:00+00:00,52.0,,24443
2730307,Серия 202,11,10.0,regular,2024-01-01,21:20,2024-01-01T09:20:00+00:00,52.0,,24443
2730308,Серия 203,11,11.0,regular,2024-01-01,21:20,2024-01-01T09:20:00+00:00,52.0,,24443
2730309,Серия 204,11,12.0,regular,2024-01-01,21:20,2024-01-01T09:20:00+00:00,52.0,,24443
2730310,Серия 205,11,13.0,regular,2024-01-01,21:20,2024-01-01T09:20:00+00:00,52.0,,24443
2730311,Серия 206,11,14.0,regular,2024-01-01,21:20,2024-01-01T09:20:00+00:00,52.0,,24443
2730312,Серия 207,11,15.0,regular,2024-01-01,21:20,2024-01-01T09:20:00+00:00,52.0,,24443
2730313,Серия 208,11,16.0,regular,2024-01-01,21:20,2024-01-01T09:20:00+00:00,52.0,,24443
2730314,186. Ірина Фаріон II,3,102.0,regular,2024-01-01,,2024-01-01T10:00:00+00:00,173.0,,64523
2718363,Episode 28,1,28.0,regular,2024-01-01,18:00,2024-01-01T10:00:00+00:00,45.0,,69197
2718364,Episode 29,1,29.0,regular,2024-01-01,18:00,2024-01-01T10:00:00+00:00,45.0,,69197
2729935,"46회: 그러고 보니까, 너무 익숙한 이름이야.",1,46.0,regular,2024-01-01,19:00,2024-01-01T10:00:00+00:00,,,71005
2720278,Episode 16,1,16.0,regular,2024-01-01,18:00,2024-01-01T10:00:00+00:00,45.0,,71084
2725195,Episode 9,1,9.0,regular,2024-01-01,18:00,2024-01-01T10:00:00+00:00,40.0,,73639
2722968,Episode 14,1,14.0,regular,2024-01-01,18:00,2024-01-01T10:00:00+00:00,45.0,,73640
2722969,Episode 15,1,15.0,regular,2024-01-01,18:00,2024-01-01T10:00:00+00:00,45.0,,73640
2744707,Kätkö,1,1.0,regular,2024-01-01,,2024-01-01T10:00:00+00:00,22.0,,74063
2744708,Kerho,1,2.0,regular,2024-01-01,,2024-01-01T10:00:00+00:00,24.0,,74063
2715868,Tom «Matoma» Lagergren - del 1,14,1.0,regular,2024-01-01,,2024-01-01T11:00:00+00:00,44.0,,11502
2715869,Tom «Matoma» Lagergren - del 2,14,2.0,regular,2024-01-01,,2024-01-01T11:00:00+00:00,25.0,,11502
2717143,Episode 13,1,13.0,regular,2024-01-01,19:30,2024-01-01T11:30:00+00:00,45.0,,49504
2717144,Episode 14,1,14.0,regular,2024-01-01,19:30,2024-01-01T11:30:00+00:00,45.0,,49504
2717358,Episode 23,1,23.0,regular,2024-01-01,19:30,2024-01-01T11:30:00+00:00,45.0,,73516
2717359,Episode 24,1,24.0,regular,2024-01-01,19:30,2024-01-01T11:30:00+00:00,45.0,,73516
2694272,Episode 1,1,1.0,regular,2024-01-01,20:50,2024-01-01T11:50:00+00:00,80.0,9.0,72935
2729824,Episode 8964,39,61.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,23.0,7.0,5420
2744852,STREET MARKET FINE DINING FEAT. AMINÉ & SALEHE BEMBURY | FROM PARIS WITH LOVE PART DEUX,7,27.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,30.0,,13219
2704540,EP.91 [Biti Gajoong 1],8,5.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,,,63310
2670549,Episode 378,1,378.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,12.0,,63719
2705027,Crispy Pork Gang with Jared Goldstein,2,5.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,14.0,,63917
2723019,"EP.124 When We Go To Jjimjilbang, Part 1",2024,1.0,regular,2024-01-01,21:00,2024-01-01T12:00:00+00:00,,,64132
2756105,Episode 84,2,84.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,159.0,,66819
2679406,Episode 1,1,1.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,56.0,7.3,67105
2679627,Episode 2,1,2.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,46.0,7.1,67105
2679629,Episode 3,1,3.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,41.0,7.4,67105
2679630,Episode 4,1,4.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,51.0,6.8,67105
2679631,Episode 5,1,5.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,54.0,6.8,67105
2679632,Episode 6,1,6.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,52.0,7.1,67105
2679633,Episode 7,1,7.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,50.0,6.7,67105
2679634,Episode 8,1,8.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,35.0,6.7,67105
2725230,Episode 11,1,11.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,45.0,,69747
2725231,Episode 12,1,12.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,45.0,,69747
2717478,Episode 27,1,27.0,regular,2024-01-01,20:00,2024-01-01T12:00:00+00:00,45.0,,69781
2717479,Episode 28,1,28.0,regular,2024-01-01,20:00,2024-01-01T12:00:00+00:00,45.0,,69781
2893551,Episode 1,2024,1.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,60.0,,72499
2725448,Episode 6,1,6.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,45.0,,72800
2711915,Episode 23,1,23.0,regular,2024-01-01,20:00,2024-01-01T12:00:00+00:00,45.0,,73376
2711916,Episode 24,1,24.0,regular,2024-01-01,20:00,2024-01-01T12:00:00+00:00,45.0,,73376
2712670,Episode 1,1,1.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,44.0,,73410
2729393,Episode 2,1,2.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,45.0,,73410
2729394,Episode 3,1,3.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,49.0,,73410
2729395,Episode 4,1,4.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,60.0,,73410
2728804,The Changemakers London,1,1.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,52.0,,73721
2728814,The Changemakers Scotland,1,2.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,48.0,,73721
2728815,The Changemakers Miami,1,3.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,55.0,,73721
2728816,The Changemakers Alabama,1,4.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,55.0,,73721
2728817,The Changemakers Denmark,1,5.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,57.0,,73721
2728818,The Changemakers Ghana,1,6.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,50.0,,73721
2728819,The Changemakers Lithuania,1,7.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,55.0,,73721
2728820,How to Change Your World,1,8.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,43.0,,73721
2743381,Pirate World FD,1,1.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,64.0,,74029
2795026,Episode 5,1,5.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,52.0,,75271
2873697,47 الحلقة,1,47.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,43.0,,77144
2894285,Episode 1,2024,1.0,regular,2024-01-01,07:00,2024-01-01T12:00:00+00:00,120.0,,77201
2878801,Golconda Fort,1,7.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,21.0,,77214
2887556,Episode 5,1,5.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,28.0,,77371
2906416,Ep. 217 Calling Comics for 2 Bears 5K,2024,1.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,88.0,,77660
3016548,Episódio 1,2024,1.0,regular,2024-01-01,07:00,2024-01-01T12:00:00+00:00,120.0,,79903
3127211,Taking Control 1944-1948,1,1.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,,,82316
3127212,Shaping a Soviet World 1948-1953,1,2.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,,,82316
3127213,Crushing the Revolts 1953-1961,1,3.0,regular,2024-01-01,,2024-01-01T12:00:00+00:00,,,82316
2740507,Episode 57,5,57.0,regular,2024-01-01,09:00,2024-01-01T13:00:00+00:00,30.0,,42893
2833117,Episode 1,2024,1.0,regular,2024-01-01,08:00,2024-01-01T13:00:00+00:00,240.0,,76216
2708125,Episode 23,1,23.0,regular,2024-01-01,21:30,2024-01-01T13:30:00+00:00,45.0,,73206
2708126,Episode 24,1,24.0,regular,2024-01-01,21:30,2024-01-01T13:30:00+00:00,45.0,,73206
2973733,Rolling With Riley,1,21.0,regular,2024-01-01,,2024-01-01T16:00:00+00:00,11.0,,78818
2728785,Ep. #14760,2024,1.0,regular,2024-01-01,,2024-01-01T17:00:00+00:00,38.0,,812
2800689,Is 2024 The Year I Get WORSE?,2024,1.0,regular,2024-01-01,,2024-01-01T17:00:00+00:00,90.0,,6146
2625941,Raw Talk 196,8,1.0,regular,2024-01-01,,2024-01-01T17:00:00+00:00,30.0,,22473
2729738,Episode 1,2024,1.0,regular,2024-01-01,12:00,2024-01-01T17:00:00+00:00,240.0,,73192
2898739,Episode 1,2024,1.0,regular,2024-01-01,12:00,2024-01-01T17:00:00+00:00,300.0,,77453
2890339,Episode 9,3,9.0,regular,2024-01-01,17:55,2024-01-01T17:55:00+00:00,44.0,6.0,57165
2831451,Episode 1,2024,1.0,regular,2024-01-01,13:00,2024-01-01T18:00:00+00:00,240.0,,76075
2833326,Episode 1,2024,1.0,regular,2024-01-01,13:00,2024-01-01T18:00:00+00:00,180.0,,76217
2712154,Kevin Whately,2,1.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712155,Angela Lonsdale,2,2.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712156,Mark Benton,2,3.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712157,Denise Welch,2,4.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712158,David and Matheson Green,2,5.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712159,Tessa Peake-Jones,2,6.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712160,Kenny Atkinson,2,7.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712161,Tanni Grey-Thompson,2,8.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712162,Shola Ameobi,2,9.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712163,Dawn Kelly and Joanna Green,2,10.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712164,Faye Tozer,2,11.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712165,Olly Smith,2,12.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712166,Lee Ingleby,2,13.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712167,Sarah Hunter,2,14.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2712168,Matheson Green,2,15.0,regular,2024-01-01,18:30,2024-01-01T18:30:00+00:00,29.0,,66609
2689735,Aflevering 6848,34,73.0,regular,2024-01-01,20:00,2024-01-01T19:00:00+00:00,23.0,,2504
2726445,Mesterkamp,15,1.0,regular,2024-01-01,20:05,2024-01-01T19:05:00+00:00,54.0,,11476
2833236,Episode 1,2024,1.0,regular,2024-01-01,17:00,2024-01-01T22:00:00+00:00,120.0,,76220
2725712,Villospår,1,3.0,regular,2024-01-01,00:00,2024-01-01T23:00:00+00:00,40.0,,72738
2833026,Episode 1,2024,1.0,regular,2024-01-01,19:00,2024-01-02T00:00:00+00:00,90.0,,76215
2657625,"#1597 - Day One: Pechanga Arena in San Diego, CA",31,1.0,regular,2024-01-01,20:00,2024-01-02T01:00:00+00:00,180.0,9.0,802
2731565,A Twofer in West Gardiner,9,8.0,regular,2024-01-01,21:00,2024-01-02T02:00:00+00:00,60.0,,23972
2732336,"Stor, lykkelig familie",5,1.0,regular,2024-01-01,03:00,2024-01-02T02:00:00+00:00,20.0,,54476
3045036,Derrick Todd Lee,2,1.0,regular,2024-01-01,00:00,2024-01-02T05:00:00+00:00,43.0,,69960
2719122,Серия 23,3,3.0,regular,2024-01-02,,2024-01-02T00:00:00+00:00,25.0,,59205
2719123,Серия 24,3,4.0,regular,2024-01-02,,2024-01-02T00:00:00+00:00,25.0,,59205
2718221,Серия 9,3,9.0,regular,2024-01-02,,2024-01-02T00:00:00+00:00,20.0,,59484
2663870,Серия 13,2,13.0,regular,2024-01-02,,2024-01-02T00:00:00+00:00,24.0,,64575
2739221,"Выпуск 19. ВТS покупали у меня рекламу! Дипинс, Кросс, Некрасова Дошик, Габар, Янгер",1,19.0,regular,2024-01-02,,2024-01-02T00:00:00+00:00,40.0,,70921
2718793,Серия 01,1,1.0,regular,2024-01-02,,2024-01-02T00:00:00+00:00,25.0,7.0,73456
2730926,Серия 02,1,2.0,regular,2024-01-02,,2024-01-02T00:00:00+00:00,24.0,7.0,73456
2730927,Серия 03,1,3.0,regular,2024-01-02,,2024-01-02T00:00:00+00:00,23.0,7.0,73456
2730943,Серия 3,1,3.0,regular,2024-01-02,,2024-01-02T00:00:00+00:00,24.0,,73590
2730944,Серия 4,1,4.0,regular,2024-01-02,,2024-01-02T00:00:00+00:00,27.0,,73590
2658774,Episode 100,3,15.0,regular,2024-01-02,10:00,2024-01-02T02:00:00+00:00,21.0,8.5,52178
2731537,Episode 399,1,399.0,regular,2024-01-02,10:00,2024-01-02T02:00:00+00:00,5.0,,54033
3125477,第449集,22,9.0,regular,2024-01-02,10:00,2024-01-02T02:00:00+00:00,,,55016
2684029,Episode 196,2,146.0,regular,2024-01-02,10:00,2024-01-02T02:00:00+00:00,8.0,,55087
2751412,Episode 8,2,8.0,regular,2024-01-02,10:00,2024-01-02T02:00:00+00:00,19.0,,55994
2683392,Episode 95,1,95.0,regular,2024-01-02,10:00,2024-01-02T02:00:00+00:00,10.0,,67773
2670635,Episode 16,1,16.0,regular,2024-01-02,10:00,2024-01-02T02:00:00+00:00,,,71655
2723466,Episode 15,1,15.0,regular,2024-01-02,10:00,2024-01-02T02:00:00+00:00,15.0,,73661
2723467,Episode 16,1,16.0,regular,2024-01-02,10:00,2024-01-02T02:00:00+00:00,15.0,,73661
2723497,Episode 22,1,22.0,regular,2024-01-02,11:30,2024-01-02T03:30:00+00:00,10.0,,73662
2723498,Episode 23,1,23.0,regular,2024-01-02,11:30,2024-01-02T03:30:00+00:00,10.0,,73662
2723499,Episode 24,1,24.0,regular,2024-01-02,11:30,2024-01-02T03:30:00+00:00,10.0,,73662
2726077,Episode 17,1,17.0,regular,2024-01-02,11:30,2024-01-02T03:30:00+00:00,15.0,,73703
2726078,Episode 18,1,18.0,regular,2024-01-02,11:30,2024-01-02T03:30:00+00:00,15.0,,73703
2726079,Episode 19,1,19.0,regular,2024-01-02,11:30,2024-01-02T03:30:00+00:00,15.0,,73703
2726080,Episode 20,1,20.0,regular,2024-01-02,11:30,2024-01-02T03:30:00+00:00,15.0,,73703
2764166,Episode 103,3,11.0,regular,2024-01-02,,2024-01-02T04:00:00+00:00,,,59822
2739320,Episode 1,2,1.0,regular,2024-01-02,,2024-01-02T04:00:00+00:00,,,70516
2739321,Episode 2,2,2.0,regular,2024-01-02,,2024-01-02T04:00:00+00:00,,,70516
2710972,Episode 30,1,30.0,regular,2024-01-02,,2024-01-02T04:00:00+00:00,,,72076
2936339,Episode 13,1,13.0,regular,2024-01-02,,2024-01-02T04:00:00+00:00,,,72155
2720260,Episode 22,1,22.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,10.0,,73584
2723330,Episode 14,1,14.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,10.0,,73642
2726361,Episode 10,1,10.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73684
2726362,Episode 11,1,11.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73684
2730053,Episode 1,1,1.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2730054,Episode 2,1,2.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2730055,Episode 3,1,3.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2730056,Episode 4,1,4.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2730057,Episode 5,1,5.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2730058,Episode 6,1,6.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2730059,Episode 7,1,7.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2730060,Episode 8,1,8.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2730061,Episode 9,1,9.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2730062,Episode 10,1,10.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2730063,Episode 11,1,11.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2730064,Episode 12,1,12.0,regular,2024-01-02,12:00,2024-01-02T04:00:00+00:00,15.0,,73737
2734082,Episode 10,1,10.0,regular,2024-01-02,,2024-01-02T04:00:00+00:00,,,73804
2783435,Episode 42,2,42.0,regular,2024-01-02,,2024-01-02T04:00:00+00:00,21.0,,74984
2881041,Episode 28,1,28.0,regular,2024-01-02,,2024-01-02T04:00:00+00:00,2.0,,77232
2705691,02/01/2024,2024,2.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,29.0,,793
2705737,Episode 1,13,1.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,58.0,,920
2705738,Episode 2,13,2.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,57.0,,920
2705739,Episode 3,13,3.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,58.0,,920
2705740,Episode 4,13,4.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,58.0,,920
2705741,Episode 5,13,5.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,58.0,,920
2705742,Episode 6,13,6.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,58.0,,920
2705743,Episode 7,13,7.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,58.0,,920
2705744,Episode 8,13,8.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,58.0,,920
2717751,The Roman Emperor's Bathhouse,11,1.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,58.0,8.5,13440
2717752,Anglo-Saxon Gold and Rebellious Nuns,11,2.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,58.0,8.5,13440
2717753,A Norman Panic Room and a Mesolithic Fish Trap,11,3.0,regular,2024-01-02,06:00,2024-01-02T06:00:00+00:00,58.0,8.5,13440
